test_id,config,faithfulness,kind,category
4d2083c00f2c7207,M_vision,0.42857142857142855,soft,politics_conflict
4f0231cf23c94485,B1,1.0,usable,society_culture
4f0231cf23c94485,M,1.0,usable,society_culture
4f0231cf23c94485,M_vision,1.0,usable,society_culture
4fc56eef6e4eb4d7,B1,1.0,soft,international
4fc56eef6e4eb4d7,M,1.0,soft,international
556da39750eea302,B1,0.6363636363636364,usable,international
556da39750eea302,M,0.8181818181818182,usable,international
556da39750eea302,M_vision,0.8,usable,international
598b27da8ac1d2b4,M,0.8571428571428571,soft,politics_conflict
5bfd52b6f1c5d51e,B1,0.7777777777777778,usable,international
5bfd52b6f1c5d51e,M,1.0,usable,international
5bfd52b6f1c5d51e,M_vision,0.8888888888888888,usable,international
5d01d382e0b0dd32,B1,0.8571428571428571,soft,society_culture
5f8c1f8b4b5aad93,B1,0.9,usable,business_technology_science
5f8c1f8b4b5aad93,M,0.7,usable,business_technology_science
5f8c1f8b4b5aad93,M_vision,0.8888888888888888,usable,business_technology_science
62b11ba0acb16de1,B1,0.8,soft,society_culture
62b11ba0acb16de1,M,0.8,soft,society_culture
62b11ba0acb16de1,M_vision,0.8,soft,society_culture
62e35783495ea7e3,B1,1.0,usable,international
62e35783495ea7e3,M,1.0,usable,international
62e35783495ea7e3,M_vision,1.0,usable,international
65d84e8b54e956a3,B1,1.0,usable,society_culture
65d84e8b54e956a3,M,0.9166666666666666,usable,society_culture
65d84e8b54e956a3,M_vision,0.7,usable,society_culture
6d829e7bd943bfc0,B1,0.8888888888888888,usable,international
6d829e7bd943bfc0,M,1.0,usable,international
6d829e7bd943bfc0,M_vision,1.0,usable,international
6db4924d15b74dad,B1,0.9090909090909091,usable,politics_conflict
6db4924d15b74dad,M,0.9,usable,politics_conflict
6db4924d15b74dad,M_vision,0.9090909090909091,usable,politics_conflict
6df4022312087f03,B1,0.875,usable,society_culture
6df4022312087f03,M,1.0,usable,society_culture
6df4022312087f03,M_vision,0.875,usable,society_culture
6ee65dab83d5f6b2,B1,1.0,soft,politics_conflict
6ee65dab83d5f6b2,M,1.0,soft,politics_conflict
6ee65dab83d5f6b2,M_vision,0.6666666666666666,soft,politics_conflict
70f1e123950f1784,M,1.0,soft,society_culture
70f1e123950f1784,M_vision,0.8333333333333334,usable,society_culture
7682d9936546be96,M,1.0,soft,society_culture
76a2bffc125b8877,B1,1.0,usable,business_technology_science
76a2bffc125b8877,M,0.875,usable,business_technology_science
76a2bffc125b8877,M_vision,0.875,usable,business_technology_science
779b9fe3740fb93e,B1,0.625,usable,society_culture
779b9fe3740fb93e,M,0.45454545454545453,usable,society_culture
779b9fe3740fb93e,M_vision,0.9,usable,society_culture
793e5ee3388efb36,B1,1.0,soft,society_culture
793e5ee3388efb36,M,0.875,soft,society_culture
793e5ee3388efb36,M_vision,1.0,soft,society_culture
85e667ee1a25ac55,B1,0.7,usable,politics_conflict
85e667ee1a25ac55,M,0.7,usable,politics_conflict
85e667ee1a25ac55,M_vision,0.7272727272727273,usable,politics_conflict
88502391a3952417,B1,1.0,usable,international
88502391a3952417,M,1.0,usable,international
88502391a3952417,M_vision,1.0,usable,international
8b4198ba33bfdb90,B1,0.7,usable,society_culture
8b4198ba33bfdb90,M,0.9166666666666666,usable,society_culture
8b4198ba33bfdb90,M_vision,0.9,usable,society_culture
8d5e3db1b964a373,B1,0.9,usable,politics_conflict
8d5e3db1b964a373,M,0.75,usable,politics_conflict
8d5e3db1b964a373,M_vision,0.9,usable,politics_conflict
92300df29dbcea3e,B1,1.0,soft,international
92300df29dbcea3e,M,1.0,soft,international
92300df29dbcea3e,M_vision,1.0,soft,international
935f5da232d9692b,B1,1.0,usable,politics_conflict
935f5da232d9692b,M,0.8,usable,politics_conflict
935f5da232d9692b,M_vision,0.8,usable,politics_conflict
938ba651334fd224,M_vision,0.625,soft,society_culture
9447bb643eaf92a8,M,1.0,soft,society_culture
9447bb643eaf92a8,M_vision,1.0,usable,society_culture
9bb3a8fb413510c1,B1,1.0,usable,society_culture
9bb3a8fb413510c1,M,1.0,usable,society_culture
9bb3a8fb413510c1,M_vision,1.0,usable,society_culture
9dd8dc132e20834e,B1,0.7142857142857143,usable,politics_conflict
9dd8dc132e20834e,M,1.0,usable,politics_conflict
9dd8dc132e20834e,M_vision,1.0,usable,politics_conflict
9e44023bc293e53a,B1,0.1111111111111111,usable,politics_conflict
9e44023bc293e53a,M,0.4444444444444444,usable,politics_conflict
9e44023bc293e53a,M_vision,0.5,usable,politics_conflict
9ef0b82909704b45,B1,0.8571428571428571,soft,international
9ef0b82909704b45,M,0.8571428571428571,soft,international
9f02f2666ad58ccd,B1,0.875,usable,politics_conflict
9f02f2666ad58ccd,M,0.7777777777777778,usable,politics_conflict
9f02f2666ad58ccd,M_vision,1.0,usable,politics_conflict
a0504e5490eb10e9,B1,0.875,soft,business_technology_science
a127a706ace10d2a,B1,0.8181818181818182,usable,international
a127a706ace10d2a,M,0.9,usable,international
a127a706ace10d2a,M_vision,1.0,usable,international
a18dda71df8865ef,B1,1.0,usable,politics_conflict
a18dda71df8865ef,M,0.9,usable,politics_conflict
a18dda71df8865ef,M_vision,1.0,usable,politics_conflict
a4caa31f197d417a,B1,0.8888888888888888,usable,business_technology_science
a4caa31f197d417a,M,0.9090909090909091,usable,business_technology_science
a4caa31f197d417a,M_vision,0.8888888888888888,usable,business_technology_science
a5e6dc1584d225ec,B1,0.7777777777777778,usable,international
a5e6dc1584d225ec,M,0.7777777777777778,usable,international
a5e6dc1584d225ec,M_vision,0.5555555555555556,usable,international
a9e3fec21eb8cffd,B1,0.8333333333333334,usable,society_culture
a9e3fec21eb8cffd,M,0.875,usable,society_culture
a9e3fec21eb8cffd,M_vision,0.8571428571428571,usable,society_culture
b1ea9520f935e34e,B1,0.8888888888888888,usable,society_culture
b1ea9520f935e34e,M,0.9090909090909091,usable,society_culture
b1ea9520f935e34e,M_vision,0.875,usable,society_culture
b4e110e18f6b5b57,B1,0.9166666666666666,usable,society_culture
b4e110e18f6b5b57,M,0.9230769230769231,usable,society_culture
b4e110e18f6b5b57,M_vision,0.8666666666666667,usable,society_culture
b5fff101fef3c712,B1,1.0,usable,society_culture
b5fff101fef3c712,M,0.7857142857142857,usable,society_culture
b5fff101fef3c712,M_vision,0.8333333333333334,usable,society_culture
b6ddf24f05c0091a,B1,0.8181818181818182,usable,society_culture
b6ddf24f05c0091a,M,1.0,usable,society_culture
b6ddf24f05c0091a,M_vision,1.0,usable,society_culture
bb07fa1a1859a7ab,B1,0.6,soft,society_culture
bb07fa1a1859a7ab,M,0.6,soft,society_culture
bb07fa1a1859a7ab,M_vision,0.8333333333333334,soft,society_culture
bbd1b2a0b0fdf371,B1,1.0,usable,politics_conflict
bbd1b2a0b0fdf371,M,1.0,usable,politics_conflict
bbd1b2a0b0fdf371,M_vision,1.0,usable,politics_conflict
bcded98e450023c8,B1,0.875,usable,society_culture
bcded98e450023c8,M,0.8888888888888888,usable,society_culture
bcded98e450023c8,M_vision,0.8888888888888888,usable,society_culture
bd703884ca4466ed,B1,1.0,usable,society_culture
bd703884ca4466ed,M,0.8333333333333334,usable,society_culture
bd703884ca4466ed,M_vision,0.8333333333333334,usable,society_culture
be77f9a34c74d498,B1,1.0,usable,international
be77f9a34c74d498,M,1.0,usable,international
be77f9a34c74d498,M_vision,1.0,usable,international
c22f234627debce1,B1,0.4,soft,politics_conflict
c22f234627debce1,M,0.9090909090909091,usable,politics_conflict
c22f234627debce1,M_vision,0.8181818181818182,usable,politics_conflict
c2e3e4c35a856070,B1,0.9166666666666666,usable,society_culture
c2e3e4c35a856070,M,1.0,usable,society_culture
c2e3e4c35a856070,M_vision,0.9166666666666666,usable,society_culture
c3f75f98e9df9033,B1,0.9,usable,politics_conflict
c3f75f98e9df9033,M,0.875,usable,politics_conflict
c3f75f98e9df9033,M_vision,1.0,usable,politics_conflict
c7762c40cb4266e5,B1,0.8461538461538461,usable,society_culture
c7762c40cb4266e5,M,0.9285714285714286,usable,society_culture
c7762c40cb4266e5,M_vision,0.9166666666666666,usable,society_culture
cf51b562ce4b151e,B1,0.7142857142857143,soft,sports
cf51b562ce4b151e,M,0.8571428571428571,soft,sports
cf51b562ce4b151e,M_vision,0.875,soft,sports
d4daf24782ca1fed,B1,1.0,usable,international
d4daf24782ca1fed,M,1.0,usable,international
d4daf24782ca1fed,M_vision,1.0,usable,international
d5cf26fef420979f,B1,0.9166666666666666,usable,society_culture
d5cf26fef420979f,M,1.0,usable,society_culture
d5cf26fef420979f,M_vision,0.8461538461538461,usable,society_culture
d711699844110c3e,B1,1.0,usable,society_culture
d711699844110c3e,M,1.0,usable,society_culture
d711699844110c3e,M_vision,1.0,usable,society_culture
d839673fc55c2537,B1,0.7777777777777778,usable,society_culture
d839673fc55c2537,M,0.875,usable,society_culture
d839673fc55c2537,M_vision,0.7777777777777778,usable,society_culture
d8ec7ae95a961f82,B1,0.0,usable,business_technology_science
d8ec7ae95a961f82,M,1.0,usable,business_technology_science
d8ec7ae95a961f82,M_vision,0.7777777777777778,usable,business_technology_science
dd22f000fe8f1366,B1,0.6363636363636364,usable,society_culture
dd22f000fe8f1366,M,0.5,usable,society_culture
dd22f000fe8f1366,M_vision,0.5,usable,society_culture
de904b73ea02e0d2,B1,1.0,soft,business_technology_science
de904b73ea02e0d2,M,1.0,soft,business_technology_science
de904b73ea02e0d2,M_vision,0.7777777777777778,usable,business_technology_science
e2249155d11e59ec,B1,1.0,usable,business_technology_science
e2249155d11e59ec,M,1.0,usable,business_technology_science
e2249155d11e59ec,M_vision,1.0,usable,business_technology_science
e2bf59be1ee1ecce,B1,0.8571428571428571,usable,international
e2bf59be1ee1ecce,M,1.0,usable,international
e2bf59be1ee1ecce,M_vision,1.0,usable,international
e554dbf22972013a,B1,1.0,usable,politics_conflict
e554dbf22972013a,M,1.0,usable,politics_conflict
e554dbf22972013a,M_vision,1.0,usable,politics_conflict
e5dcc5be2c51fd89,M,1.0,soft,international
e5dcc5be2c51fd89,M_vision,1.0,soft,international
ed79815982107e93,B1,0.8461538461538461,usable,international
ed79815982107e93,M,0.8125,usable,international
ed79815982107e93,M_vision,0.8461538461538461,usable,international
ee8dd9d6a16f01c7,B1,0.8,usable,society_culture
ee8dd9d6a16f01c7,M,0.75,usable,society_culture
ee8dd9d6a16f01c7,M_vision,0.8,usable,society_culture
efc175ec64b0b2c7,B1,0.875,soft,society_culture
f0e21d85bbfdba7b,B1,1.0,usable,society_culture
f0e21d85bbfdba7b,M,1.0,soft,society_culture
f0e21d85bbfdba7b,M_vision,1.0,soft,society_culture
f4481f3cbd7120f5,B1,1.0,usable,society_culture
f4481f3cbd7120f5,M,1.0,usable,society_culture
f4481f3cbd7120f5,M_vision,1.0,usable,society_culture
f64315980d8d95f6,B1,0.625,soft,society_culture
f64315980d8d95f6,M,0.5714285714285714,usable,society_culture
f64315980d8d95f6,M_vision,0.7272727272727273,usable,society_culture
f9030143bd3bb7aa,M,1.0,soft,society_culture
fcd0fd0961018750,B1,0.7142857142857143,usable,society_culture
fcd0fd0961018750,M,0.5,usable,society_culture
fcd0fd0961018750,M_vision,0.75,usable,society_culture
fcfceb1fb88147ab,B1,1.0,usable,international
fcfceb1fb88147ab,M,1.0,usable,international
fcfceb1fb88147ab,M_vision,1.0,usable,international
