test_id,config,claim_index,claim,support,supported,reason
9bb3a8fb413510c1,B0,8,Sarah Ferguson highlighted the need for vigilance in sun safety and skin care.,unsupported,False,No evidence mentions sun safety or skin-care vigilance.
9bb3a8fb413510c1,B0,9,Sarah Ferguson is committed to using her platform to educate and support others facing similar health challenges.,unsupported,False,No evidence describes commitments to educate or support others facing similar challenges.
4f0231cf23c94485,B0,1,"In late October 2023, a family of four was found dead in their home in Norwich, England.",unsupported,False,"Evidence says four people were found dead in Costessey near Norwich, but gives Friday, not late October 2023."
4f0231cf23c94485,B0,2,The deaths were being treated by authorities as unexplained.,unsupported,False,"Evidence reports stabbing causes and murder treatment, not that authorities considered the deaths unexplained."
4f0231cf23c94485,B0,3,Investigations were underway to determine the circumstances of the deaths.,text_only,True,"Police investigations, forensic examinations, and post-mortems were underway concerning the deaths."
4f0231cf23c94485,B0,4,The family consisted of two adults and two children.,text_only,True,Evidence identifies two adults and two girls among the four deceased family members.
4f0231cf23c94485,B0,5,The family had no known history of issues that might have led to the deaths.,unsupported,False,Evidence does not address whether the family had a known history of relevant issues.
4f0231cf23c94485,B0,6,The deaths prompted speculation and grief among neighbors and local residents.,text_only,True,"Evidence describes flowers, prayers, gatherings, and local comments expressing grief and concern."
4f0231cf23c94485,B0,7,The police urged the public to refrain from speculation while they investigated the case.,unsupported,False,Evidence does not say police urged the public to refrain from speculation.
24bb2451c2227bdb,B0,1,Buckland has expressed concerns about devolving justice powers to Wales.,unsupported,False,Evidence only says Miles would press for devolved justice powers; it does not attribute concerns to Buckland.
24bb2451c2227bdb,B0,2,Buckland believes that devolving justice powers to Wales could lead to significant fragmentation in the legal system.,unsupported,False,"No supplied evidence discusses Buckland, fragmentation, or devolving justice powers’ effects on legal systems."
24bb2451c2227bdb,B0,3,Buckland believes that devolving justice powers to Wales could lead to inconsistency in the legal system.,unsupported,False,No evidence links Buckland to concerns about inconsistency from devolving Welsh justice powers.
24bb2451c2227bdb,B0,4,Buckland argues that devolving justice powers to Wales might undermine the effectiveness of law enforcement.,unsupported,False,The evidence contains no statement by Buckland about law-enforcement effectiveness or Welsh justice devolution.
24bb2451c2227bdb,B0,5,Buckland argues that devolving justice powers to Wales might undermine the effectiveness of judicial processes.,unsupported,False,"Buckland’s supplied comment concerns legislation exonerating sub-postmasters, not devolving Welsh justice powers."
24bb2451c2227bdb,B0,6,Buckland believes that devolving justice powers to Wales could create disparities in how justice is administered across the UK.,unsupported,False,No supplied evidence mentions Buckland fearing UK-wide disparities in justice administration.
24bb2451c2227bdb,B0,7,Buckland fears that devolving justice powers to Wales could complicate cross-border legal issues.,unsupported,False,"The evidence does not address Buckland, cross-border legal issues, or Welsh justice devolution."
24bb2451c2227bdb,B0,8,Buckland believes that devolving justice powers to Wales could make it more challenging to address crime spanning different jurisdictions.,unsupported,False,No evidence states Buckland believed devolution would complicate crime spanning jurisdictions.
24bb2451c2227bdb,B0,9,Buckland believes that maintaining a unified justice system is crucial for ensuring fairness.,unsupported,False,No supplied evidence attributes to Buckland a belief that unified justice ensures fairness.
24bb2451c2227bdb,B0,10,Buckland believes that maintaining a unified justice system is crucial for ensuring efficiency.,unsupported,False,No supplied evidence attributes to Buckland a belief that unified justice ensures efficiency.
bd703884ca4466ed,B0,1,The UK inquiry into the handling of the Covid pandemic revealed that Nicola Sturgeon's WhatsApp messages from that period were not retained.,text_only,True,"The inquiry was told Sturgeon appeared to have retained no messages, though some copies were later retrieved."
bd703884ca4466ed,B0,2,The non-retention of Nicola Sturgeon's WhatsApp messages raised concerns about transparency and accountability.,unsupported,False,"The evidence mentions bereaved families lacked confidence, but does not explicitly connect this to transparency and accountability concerns."
bd703884ca4466ed,B0,3,The Scottish government stated that the messages were deleted as part of routine data management practices.,unsupported,False,"The Scottish government accepted FOI recommendations, but did not state Sturgeon's messages were deleted as routine data management."
bd703884ca4466ed,B0,4,Opposition parties criticized the deletion of the messages.,unsupported,False,No opposition parties or criticism by them regarding message deletion are mentioned.
bd703884ca4466ed,B0,5,Opposition parties called for a more thorough investigation.,unsupported,False,"The evidence mentions an externally led review, not opposition parties calling for a more thorough investigation."
bd703884ca4466ed,B0,6,The situation sparked debate about the importance of preserving communication records during significant public health crises.,unsupported,False,"The government said learning pandemic lessons is vital, but no debate about preserving records is reported."
bd703884ca4466ed,B0,7,Nicola Sturgeon defended the actions.,text_only,True,"Sturgeon said she used formal processes, was not in WhatsApp groups, and had nothing to hide."
bd703884ca4466ed,B0,8,Nicola Sturgeon emphasized that the government had acted in good faith throughout the pandemic response.,unsupported,False,The evidence does not state that Sturgeon said the government acted in good faith throughout the response.
f0e21d85bbfdba7b,B0,1,A plan exists to reopen the train lines from Carmarthen to Bangor.,unsupported,False,"The evidence mentions disrupted Welsh routes, but no plan to reopen lines from Carmarthen to Bangor."
f0e21d85bbfdba7b,B0,2,The reopening plan involves significant investment in infrastructure.,unsupported,False,No significant infrastructure investment connected to reopening Carmarthen-Bangor lines is described.
f0e21d85bbfdba7b,B0,3,The investment is intended to restore rail connections in Wales.,unsupported,False,The evidence does not state that any investment intends to restore Welsh rail connections.
f0e21d85bbfdba7b,B0,4,The investment is intended to enhance rail connections in Wales.,unsupported,False,The evidence does not state that any investment intends to enhance Welsh rail connections.
f0e21d85bbfdba7b,B0,5,The initiative aims to improve regional transport links.,unsupported,False,No initiative improving regional transport links is identified in the supplied evidence.
f0e21d85bbfdba7b,B0,6,The initiative aims to boost local economies.,unsupported,False,The evidence does not mention an initiative intended to boost local economies.
f0e21d85bbfdba7b,B0,7,The initiative aims to promote sustainable travel options.,unsupported,False,The evidence contains no claim about promoting sustainable travel options.
f0e21d85bbfdba7b,B0,8,The project is part of a broader effort to revitalize the rail network.,unsupported,False,No broader rail-network revitalization effort is described.
f0e21d85bbfdba7b,B0,9,Stakeholders emphasize the importance of modernizing rail facilities.,unsupported,False,Stakeholders’ emphasis on modernizing rail facilities is not supported by the evidence.
f0e21d85bbfdba7b,B0,10,Stakeholders emphasize the importance of ensuring safety standards.,unsupported,False,The evidence does not report stakeholders emphasizing safety standards.
f0e21d85bbfdba7b,B0,11,Community consultations are being conducted regarding the proposed developments.,unsupported,False,"A Cardiff Parkway planning hearing is mentioned, but not community consultations about proposed developments."
f0e21d85bbfdba7b,B0,12,Environmental assessments are being conducted regarding the proposed developments.,unsupported,False,No environmental assessments regarding proposed developments are mentioned.
f0e21d85bbfdba7b,B0,13,The consultations and assessments are intended to address concerns.,unsupported,False,The evidence does not say consultations or assessments address concerns.
f0e21d85bbfdba7b,B0,14,The consultations and assessments are intended to gather public input.,unsupported,False,The evidence does not say consultations or assessments gather public input.
e2249155d11e59ec,B0,1,The American Moon mission involved the Peregrine lander.,text_only,True,Evidence identifies Peregrine as the spacecraft in the American private Moon mission.
e2249155d11e59ec,B0,2,Astrobotic Technology developed the Peregrine lander.,unsupported,False,"Evidence calls it Astrobotic's venture, but does not explicitly say Astrobotic developed the lander."
e2249155d11e59ec,B0,3,The mission faced challenges during its launch.,unsupported,False,"Evidence describes a flawless Vulcan launch, with no launch challenges reported."
e2249155d11e59ec,B0,4,The mission faced challenges during subsequent landing attempts.,unsupported,False,Evidence says Peregrine was only put on a lunar trajectory and would later attempt touchdown; no landing attempt is described.
e2249155d11e59ec,B0,5,The mission was initially scheduled for a lunar landing.,text_only,True,Evidence says Peregrine aimed to land on flat volcanic lunar terrain.
e2249155d11e59ec,B0,6,The mission encountered technical difficulties.,unsupported,False,Evidence reports no Peregrine technical difficulty; it describes a flawless flight.
e2249155d11e59ec,B0,7,The technical difficulties delayed the mission's timeline.,unsupported,False,No evidence states that technical difficulties delayed Peregrine's timeline.
e2249155d11e59ec,B0,8,The Peregrine lander reached the Moon.,unsupported,False,"Evidence says Peregrine was ejected toward the Moon, not that it reached the Moon."
e2249155d11e59ec,B0,9,The Peregrine lander experienced issues after reaching the Moon.,unsupported,False,No post-arrival Peregrine issues are reported; the issues described concern Japan's Slim mission.
e2249155d11e59ec,B0,10,The issues prevented the Peregrine lander from completing its primary objectives.,unsupported,False,No evidence states Peregrine failed to complete its primary objectives.
e2249155d11e59ec,B0,11,The Peregrine lander did not deploy its payload of scientific instruments and technology demonstrations.,unsupported,False,Evidence mentions NASA payloads but does not state they were not deployed.
e2249155d11e59ec,B0,12,The mission provided data for future lunar exploration efforts.,text_only,True,"Evidence says NASA payloads focused on preparations for later human lunar presence, supporting future exploration efforts."
e2249155d11e59ec,B0,13,The mission provided insights for future lunar exploration efforts.,unsupported,False,Evidence does not explicitly say Peregrine provided insights; only future-focused payload purposes are described.
935f5da232d9692b,B0,1,An Israeli minister recently outlined plans for Gaza's reconstruction following the conflict.,unsupported,False,Evidence mentions a Gaza plan but does not identify an Israeli minister outlining reconstruction plans.
935f5da232d9692b,B0,2,An Israeli minister recently outlined plans for Gaza's governance following the conflict.,unsupported,False,Evidence does not describe an Israeli minister outlining post-conflict governance plans for Gaza.
935f5da232d9692b,B0,3,The proposal includes establishing a new security framework in Gaza.,text_only,True,"Evidence describes Israel, Egypt, and US cooperation to secure Gaza’s border, constituting a security proposal."
935f5da232d9692b,B0,4,The proposed security framework is intended to prevent militant activities.,unsupported,False,"The evidence says border security would involve addressing tunnels, but does not state preventing militant activities generally."
935f5da232d9692b,B0,5,The proposed security framework is intended to improve living conditions for civilians.,unsupported,False,"Evidence discusses humanitarian measures and living conditions, but not a security framework intended to improve them."
935f5da232d9692b,B0,6,The minister emphasized the need for international cooperation to rebuild infrastructure in Gaza.,unsupported,False,"Evidence mentions regional planning and investment in Gaza, but not a minister emphasizing international cooperation to rebuild infrastructure."
935f5da232d9692b,B0,7,The minister emphasized the need for international investment to rebuild infrastructure in Gaza.,unsupported,False,"Evidence mentions investment in Gaza generally, but not international investment specifically for rebuilding infrastructure."
935f5da232d9692b,B0,8,The minister emphasized the need for international cooperation to provide humanitarian aid in Gaza.,unsupported,False,"Evidence describes measures enabling aid provision, but not a minister emphasizing international cooperation for humanitarian aid."
935f5da232d9692b,B0,9,The minister emphasized the need for international investment to provide humanitarian aid in Gaza.,unsupported,False,Evidence does not state that international investment would provide humanitarian aid.
935f5da232d9692b,B0,10,There are discussions about potential political changes in the region.,text_only,True,"Evidence discusses possible Palestinian political vacuum and regional approaches, indicating political changes are being considered."
935f5da232d9692b,B0,11,The potential political changes are intended to ensure stability in the region moving forward.,unsupported,False,"Evidence mentions regional planning and durable peace, but does not say political changes are intended to ensure stability."
935f5da232d9692b,B0,12,"The potential political changes are intended to ensure security in the region moving forward.],",text_only,True,Evidence explicitly discusses a regional approach intended to deliver lasting security for Israel.
002af1e8e4bf3974,B0,1,The UK has experienced its coldest night.,unsupported,False,Evidence mentions freezing conditions but does not state the UK experienced its coldest night.
002af1e8e4bf3974,B0,2,Temperatures in the UK are expected to gradually rise.,unsupported,False,"Evidence forecasts milder weather, but does not say UK temperatures will gradually rise."
002af1e8e4bf3974,B0,3,A milder weather system is moving into the UK.,unsupported,False,"Evidence says milder weather is on the horizon for the weekend, not that a system is moving into the UK."
002af1e8e4bf3974,B0,4,The shift is expected to bring rain.,unsupported,False,"Evidence mentions increased rainfall generally and unsettled weather, but not rain accompanying this shift."
002af1e8e4bf3974,B0,5,The shift is expected to bring milder conditions.,text_only,True,Evidence explicitly says milder weather is expected on the horizon for the weekend.
002af1e8e4bf3974,B0,6,The shift is expected to alleviate the extreme cold experienced recently.,text_only,True,"Evidence indicates milder weather follows freezing conditions, supporting relief from recent cold."
002af1e8e4bf3974,B0,7,Temperature fluctuations may continue.,text_only,True,"Evidence describes freezing conditions followed by milder, then more unsettled weather."
002af1e8e4bf3974,B0,8,Some areas may experience brief cold snaps.,unsupported,False,Evidence does not state that some areas may experience brief cold snaps.
002af1e8e4bf3974,B0,9,"Temperatures are expected to settle into a more stable, warmer pattern.",unsupported,False,"Evidence does not support stable, warmer temperatures; it forecasts more unsettled weather."
002af1e8e4bf3974,B0,10,The transition is anticipated to provide relief from the harsh winter conditions.,unsupported,False,"Evidence says milder weather is on the horizon, but does not characterize it as relief from harsh winter conditions."
9ef0b82909704b45,B0,1,"In recent months, the U.S. Congress has taken several measures to prevent a government shutdown.",unsupported,False,"Evidence mentions US Republicans blocking Ukraine aid while negotiating the budget, not several shutdown-prevention measures."
9ef0b82909704b45,B0,2,The measures have primarily involved negotiations to pass short-term funding bills known as continuing resolutions.,unsupported,False,No evidence discusses continuing resolutions or short-term funding bills.
9ef0b82909704b45,B0,3,The continuing resolutions aim to extend government funding at current levels.,unsupported,False,No evidence states that continuing resolutions extend funding at current levels.
9ef0b82909704b45,B0,4,Lawmakers are working on longer-term budget agreements.,unsupported,False,"Evidence only mentions budget negotiations generally, without describing longer-term agreements."
9ef0b82909704b45,B0,5,Bipartisan discussions have focused on defense spending.,unsupported,False,No evidence discusses bipartisan defense-spending discussions.
9ef0b82909704b45,B0,6,Bipartisan discussions have focused on social programs.,unsupported,False,No evidence discusses bipartisan discussions about social programs.
9ef0b82909704b45,B0,7,The discussions are intended to secure broader support for the funding measures.,unsupported,False,No evidence says discussions seek broader support for funding measures.
9ef0b82909704b45,B0,8,Tensions remain over fiscal priorities.,unsupported,False,"Evidence reports disagreement over Ukraine aid and budgets, but not tensions over fiscal priorities generally."
9ef0b82909704b45,B0,9,The situation remains fluid as funding deadlines approach.,unsupported,False,"Evidence mentions ongoing budget negotiations, but not approaching funding deadlines or a fluid situation."
cf51b562ce4b151e,B0,1,"At the 2024 Australian Open, Emma Raducanu played a match against American player Coco Gauff.",unsupported,False,Evidence mentions both players but does not state they played each other at the 2024 Australian Open.
cf51b562ce4b151e,B0,2,Emma Raducanu lost the match to Coco Gauff.,unsupported,False,No evidence states Raducanu lost a match to Gauff.
cf51b562ce4b151e,B0,3,The match showcased the skills of both Emma Raducanu and Coco Gauff.,unsupported,False,Evidence does not describe any match between Raducanu and Gauff or its quality.
cf51b562ce4b151e,B0,4,Coco Gauff's experience and strong performance enabled her to win the match.,unsupported,False,Evidence does not report Gauff defeating Raducanu or attribute a win to experience.
cf51b562ce4b151e,B0,5,The defeat was another challenging moment for Emma Raducanu.,unsupported,False,"Evidence reports Raducanu's victory in Auckland, not a defeat by Gauff."
cf51b562ce4b151e,B0,6,Emma Raducanu continues to navigate her career following her 2021 US Open win.,unsupported,False,Evidence discusses Raducanu's return from injury but does not connect it to her 2021 US Open win.
cf51b562ce4b151e,B0,7,Emma Raducanu won the US Open in 2021.,unsupported,False,Evidence calls Gauff the US Open champion but does not state Raducanu won the 2021 US Open.
62b11ba0acb16de1,B0,1,Humza Yousaf invited Turkish President Recep Tayyip Erdogan to Scotland.,unsupported,False,"Evidence mentions Yousaf inviting Keir Starmer to Edinburgh, not Turkish President Erdogan."
62b11ba0acb16de1,B0,2,The invitation was intended to strengthen bilateral relations between Scotland and Turkey.,unsupported,False,No evidence describes an invitation to Erdogan or its purpose regarding bilateral relations.
62b11ba0acb16de1,B0,3,The invitation was intended to facilitate discussions on trade.,unsupported,False,"Evidence does not mention trade discussions involving Yousaf, Erdogan, Scotland, or Turkey."
62b11ba0acb16de1,B0,4,The invitation was intended to facilitate discussions on investment.,unsupported,False,Evidence does not mention investment discussions involving the alleged invitation.
62b11ba0acb16de1,B0,5,The invitation was intended to facilitate discussions on regional security.,unsupported,False,"Evidence discusses Turkey and NATO separately, but not Yousaf inviting Erdogan for security discussions."
62b11ba0acb16de1,B0,6,The invitation aimed to highlight Scotland's commitment to international diplomacy.,unsupported,False,No evidence connects Yousaf with highlighting Scotland's international diplomacy through an Erdogan invitation.
62b11ba0acb16de1,B0,7,The invitation aimed to foster connections with influential global leaders.,unsupported,False,"Evidence only records an invitation to Starmer, not Erdogan or global leaders generally."
62b11ba0acb16de1,B0,8,Yousaf's outreach reflects a broader strategy to enhance Scotland's profile on the world stage.,unsupported,False,The supplied evidence does not identify a broader strategy to enhance Scotland's world profile.
62b11ba0acb16de1,B0,9,The strategy particularly concerns areas of mutual interest between Scotland and Turkey.,unsupported,False,No evidence describes any strategy involving mutual-interest areas between Scotland and Turkey.
62b11ba0acb16de1,B0,10,The visit is seen as an opportunity to engage in dialogue on climate change.,unsupported,False,Evidence contains no climate-change dialogue concerning the alleged visit.
62b11ba0acb16de1,B0,11,The visit is seen as an opportunity to engage in dialogue on economic cooperation.,unsupported,False,"Evidence mentions possible cooperation with a Labour government, not economic cooperation with Turkey."
d5cf26fef420979f,B0,1,Unions have expressed significant concerns about Tata Steel's plans for its steelworks.,text_only,True,Unions condemned the job cuts and called the plans devastating and beyond belief.
d5cf26fef420979f,B0,2,The unions' concerns primarily focus on potential job losses.,text_only,True,Evidence repeatedly identifies planned job losses and cuts as central union concerns.
d5cf26fef420979f,B0,3,The unions' concerns primarily focus on the impact of Tata Steel's plans on workers' livelihoods.,text_only,True,A union leader explicitly described Tata's actions as playing games with people's livelihoods.
d5cf26fef420979f,B0,4,The unions fear that proposed restructuring measures could lead to layoffs.,unsupported,False,"Evidence mentions restructuring and job losses, but does not explicitly link restructuring to layoffs as feared."
d5cf26fef420979f,B0,5,The unions fear that proposed cost-cutting measures could lead to layoffs.,unsupported,False,Evidence does not mention cost-cutting measures or unions linking them to layoffs.
d5cf26fef420979f,B0,6,The unions fear that proposed restructuring measures could reduce job security.,unsupported,False,Evidence discusses job losses but does not explicitly say restructuring would reduce job security.
d5cf26fef420979f,B0,7,The unions fear that proposed cost-cutting measures could reduce job security.,unsupported,False,Evidence does not mention cost-cutting measures reducing job security.
d5cf26fef420979f,B0,8,The unions' concerns about job security arise particularly in light of ongoing challenges in the steel industry.,unsupported,False,"Evidence mentions industry challenges, but not that they particularly explain unions' job-security concerns."
d5cf26fef420979f,B0,9,Unions are worried about the environmental implications of Tata Steel's strategies.,unsupported,False,"Evidence describes environmental aims, but does not show unions worrying about environmental implications."
d5cf26fef420979f,B0,10,The unions are concerned with how Tata Steel can balance economic viability with sustainability commitments.,unsupported,False,Evidence does not state unions are concerned with balancing economic viability and sustainability.
d5cf26fef420979f,B0,11,The unions are advocating for greater transparency from Tata Steel.,unsupported,False,"Evidence shows unions rejected plans and sought alternatives, but does not establish advocacy for transparency."
d5cf26fef420979f,B0,12,The unions are advocating for greater dialogue with Tata Steel.,unsupported,False,"Tata said it would discuss changes with unions, but evidence does not show unions advocating greater dialogue."
d5cf26fef420979f,B0,13,The unions want workers' interests to be prioritized in future developments.,text_only,True,"Unions seek to defend steel workers and livelihoods, supporting prioritization of workers' interests."
36dc75121099f9ca,B0,1,The Scottish government has announced a ban on XL Bully dogs.,unsupported,False,"Evidence says Scotland will replicate legislation and take similar steps, but does not state a completed ban announcement."
36dc75121099f9ca,B0,2,The announcement follows concerns about XL Bully dogs' aggressive behavior.,unsupported,False,"Evidence mentions attacks and rising concerns, but does not characterize XL Bullies' behavior as aggressive."
36dc75121099f9ca,B0,3,The announcement follows concerns about public safety.,text_only,True,Yousaf explicitly says action is needed to ensure public safety.
36dc75121099f9ca,B0,4,The decision comes amid rising incidents involving XL Bully dogs.,text_only,True,Evidence cites rising concerns over attacks and a flow of XL bully dogs to Scotland.
36dc75121099f9ca,B0,5,The decision has prompted calls for stricter regulations.,text_only,True,Evidence says the Scottish government faced calls to align with restrictions south of the border.
36dc75121099f9ca,B0,6,The ban is part of a broader initiative to address dangerous dogs.,unsupported,False,"Evidence describes replicating XL bully legislation, but not a broader dangerous-dogs initiative."
36dc75121099f9ca,B0,7,The ban is part of a broader initiative to enhance community safety.,text_only,True,"Yousaf says measures will ensure public safety, supporting community-safety aims."
36dc75121099f9ca,B0,8,The government has emphasized the need for responsible pet ownership.,unsupported,False,Evidence does not mention responsible pet ownership.
36dc75121099f9ca,B0,9,Owners of XL Bully dogs will be required to comply with new regulations.,text_only,True,Evidence says owners may need licences or exemption certificates and must meet criteria.
36dc75121099f9ca,B0,10,The new regulations may include restrictions on breeding XL Bully dogs.,text_only,True,"Yousaf mentions an approach not to breed, indicating breeding restrictions."
36dc75121099f9ca,B0,11,The new regulations may include restrictions on owning XL Bully dogs.,text_only,True,Evidence says ownership without an exemption certificate will be illegal and owners face criteria.
11bc3fc1cb900287,B0,1,An arrest followed a shooting at a cinema in Liverpool.,text_only,True,Evidence says a man was charged after gunshots outside Liverpool’s Showcase Cinema.
11bc3fc1cb900287,B0,2,The shooting left several people injured.,unsupported,False,Evidence reports shots fired into the air but does not mention injuries.
11bc3fc1cb900287,B0,3,A swift investigation into the shooting prompted the arrest.,unsupported,False,Evidence gives no connection between investigation speed and the charge.
11bc3fc1cb900287,B0,4,Authorities identified potential suspects using witness statements.,unsupported,False,Evidence does not mention witness statements identifying suspects.
11bc3fc1cb900287,B0,5,Authorities identified potential suspects using surveillance footage.,unsupported,False,Evidence does not say surveillance footage identified potential suspects.
11bc3fc1cb900287,B0,6,The identification of potential suspects led to a series of raids in the area.,unsupported,False,Evidence mentions no raids or identification leading to raids.
11bc3fc1cb900287,B0,7,Police emphasized their commitment to public safety.,unsupported,False,Evidence does not state police emphasized commitment to public safety.
11bc3fc1cb900287,B0,8,Police urged anyone with information to come forward.,unsupported,False,Evidence does not report an information appeal concerning the Liverpool shooting.
11bc3fc1cb900287,B0,9,The appeal for information helped gather crucial evidence.,unsupported,False,Evidence does not say an appeal gathered crucial evidence.
11bc3fc1cb900287,B0,10,The incident raised concerns about gun violence in public spaces.,unsupported,False,Evidence does not describe concerns about gun violence in public spaces.
11bc3fc1cb900287,B0,11,The incident prompted discussions about security measures in entertainment venues.,unsupported,False,Evidence does not mention discussions about entertainment-venue security measures.
4c21833078b5508a,B0,1,The family investigated the death of their autistic son.,unsupported,False,"Evidence mentions a father seeing his autistic daughter ill-treated, not a family investigating an autistic son's death."
4c21833078b5508a,B0,2,The family had concerns about the circumstances of their son's death.,unsupported,False,"Evidence expresses frustration and anger about mistreatment, but not concerns about an autistic son's death circumstances."
4c21833078b5508a,B0,3,The family believed that authorities had not provided sufficient clarity about their son's death.,unsupported,False,Evidence does not state that the family believed authorities failed to clarify their autistic son's death.
4c21833078b5508a,B0,4,The family sought answers about the events leading up to their son's death.,unsupported,False,Evidence does not describe a family seeking answers about events leading to an autistic son's death.
4c21833078b5508a,B0,5,The family suspected that negligence or mistreatment may have been involved in their son's death.,unsupported,False,"Evidence discusses abuse and neglect generally, but does not link suspected negligence to an autistic son's death."
4c21833078b5508a,B0,6,The investigation aimed to uncover the truth about their son's death.,unsupported,False,No evidence states an investigation aimed to uncover the truth about an autistic son's death.
4c21833078b5508a,B0,7,The investigation aimed to ensure accountability.,unsupported,False,"Evidence reports calls for accountability in abuse cases, not an investigation's stated aim concerning an autistic son's death."
4c21833078b5508a,B0,8,The investigation aimed to raise awareness about challenges faced by autistic individuals and their families.,unsupported,False,"Charities called for social-care improvements, but evidence does not connect this to a family's investigation."
4c21833078b5508a,B0,9,The family's efforts highlighted broader issues related to the care and support of vulnerable populations.,unsupported,False,"Evidence says charities highlighted inadequate social care, but does not attribute broader efforts to the family."
e2bf59be1ee1ecce,B0,1,Court filings related to Jeffrey Epstein have mentioned several high-profile individuals.,text_only,True,Evidence mentions numerous people and high-profile figures across Epstein-related court documents.
e2bf59be1ee1ecce,B0,2,"The individuals mentioned include politicians, celebrities, and business leaders.",unsupported,False,"Evidence names a politician, celebrities, and business-linked figures, but does not explicitly categorize them all this way."
e2bf59be1ee1ecce,B0,3,Former President Bill Clinton is among the individuals named in the filings.,unsupported,False,"Evidence says emails claimed sex tapes involving Bill Clinton, but does not establish he was named in filings generally."
e2bf59be1ee1ecce,B0,4,Prince Andrew is among the individuals named in the filings.,text_only,True,Evidence explicitly says Prince Andrew is expected among released names and appears in evidence.
e2bf59be1ee1ecce,B0,5,Various prominent figures from the entertainment sector are among the individuals named in the filings.,unsupported,False,"Evidence mentions celebrity connections, but does not identify various entertainment-sector figures."
e2bf59be1ee1ecce,B0,6,Various prominent figures from the finance sector are among the individuals named in the filings.,unsupported,False,Evidence does not identify various finance-sector figures among the filings.
e2bf59be1ee1ecce,B0,7,The documents have attracted significant media attention.,text_only,True,"Evidence repeatedly describes documents released in multiple batches and covered by BBC News, indicating media attention."
e2bf59be1ee1ecce,B0,8,The documents have prompted speculation about the extent of the mentioned individuals' involvement with Epstein.,unsupported,False,"Evidence warns inclusion does not imply wrongdoing, but does not state documents prompted speculation about involvement extent."
e2bf59be1ee1ecce,B0,9,The documents have prompted speculation about the implications of the mentioned individuals' associations with Epstein.,unsupported,False,"Evidence describes renewed scrutiny of Prince Andrew’s involvement, but not generalized speculation about implications."
e2bf59be1ee1ecce,B0,10,The revelations have fueled ongoing discussions about accountability.,text_only,True,"Evidence mentions calls for Prince Andrew not to be treated differently, supporting accountability discussion."
e2bf59be1ee1ecce,B0,11,The revelations have fueled ongoing discussions about sexual abuse and trafficking.,text_only,True,"Evidence extensively discusses sexual exploitation, trafficking, victims, and Maxwell’s conviction."
bb07fa1a1859a7ab,B0,1,A soldier's death followed an incident in which he shot a child.,unsupported,False,"The evidence mentions child deaths and shootings, but no soldier shooting a child followed by death."
bb07fa1a1859a7ab,B0,2,The shooting led to widespread outrage and calls for accountability.,unsupported,False,No supplied passage reports widespread outrage or accountability demands concerning the claimed incident.
