test_id,faithfulness,kind
39d02c1623a3088c,0.6,usable
ed79815982107e93,0.5,usable
c7762c40cb4266e5,0.35714285714285715,usable
35a04bfdc772d2e8,0.0,usable
317dd1ad78c0f72a,0.0,usable
2aa2baad76ce9105,0.38461538461538464,usable
81045846337669aa,0.0,usable
6db4924d15b74dad,0.45454545454545453,usable
d8ec7ae95a961f82,0.5454545454545454,usable
e5dcc5be2c51fd89,0.1,usable
121c7132b9bc9f4b,0.0,usable
a9e3fec21eb8cffd,0.0,usable
be77f9a34c74d498,0.0,usable
6d829e7bd943bfc0,0.1111111111111111,usable
409d46ae981738b3,0.0,usable
448ccf42cc5a7140,0.2,usable
18217c4c4f140dea,0.6363636363636364,usable
ee8dd9d6a16f01c7,0.45454545454545453,usable
dd22f000fe8f1366,0.0,usable
60aebd9f01647781,0.0,usable
3250774db0f2ceca,0.6666666666666666,usable
de904b73ea02e0d2,0.0,usable
f5471e0752a1ee76,0.0,usable
f4481f3cbd7120f5,0.0,usable
d738a37513931996,0.0,usable
8d5e3db1b964a373,0.6666666666666666,usable
a0504e5490eb10e9,0.0,usable
13c083b411295814,0.0,usable
2ab5928f5a6477c1,0.2222222222222222,usable
be498cdfe005584d,0.0,usable
3450b9174d976c15,0.3,usable
e554dbf22972013a,0.0,usable
456c5fb4db72d56e,0.0,usable
1c2cf0692ea35a78,0.0,usable
0e6583e389cfc5a6,0.125,usable
44846523b270808f,0.4444444444444444,usable
f64315980d8d95f6,0.0,usable
efc175ec64b0b2c7,0.0,usable
d249a3899b3b6ff4,0.0,usable
25c305df41b8b691,0.0,usable
17821b777b38e1fd,0.0,usable
167cf0b032cd2d1e,0.2727272727272727,usable
034a3d7c21a3f270,0.0,usable
bbd69903f26683c1,0.0,usable
0c1244b85425067a,0.0,usable
f9030143bd3bb7aa,0.0,usable
8b4198ba33bfdb90,0.5714285714285714,usable
fcc380721b5b90b7,0.0,usable
0a5fa0a6fc09ec39,0.5,usable
814408bf57b3249c,0.0,usable
ebd1e81793a9aae7,0.0,usable
6ee65dab83d5f6b2,0.0,usable
4a1978d8e88bb37b,0.14285714285714285,usable
57e79c45bbbd70fa,0.0,usable
a4caa31f197d417a,0.3,usable
2e44e742201e9289,0.0,usable
ccf5ee79d37e25c6,0.0,usable
f66fc7d20f73c7a1,0.0,usable
793e5ee3388efb36,0.0,usable
779b9fe3740fb93e,0.09090909090909091,usable
b1ea9520f935e34e,0.0,usable
1df3b50ae50946fa,0.0,usable
