kind,id_a,split_a,headline_a,id_b,split_b,headline_b,cross_split,text_similarity,image_hamming
image_exact,0f21ca3c111ecb9c,pool,"Ministers admit losing track of 5,600 asylum claimants - BBC News",993cdea04d561d98,pool,Rishi Sunak faces key Rwanda vote after Tory deputy chairmen resign - BBC News,False,,0.0
image_exact,0f21ca3c111ecb9c,pool,"Ministers admit losing track of 5,600 asylum claimants - BBC News",b6e608a6d7bcbdb4,pool,Rishi Sunak facing major Tory revolt over Rwanda bill - BBC News,False,,0.0
image_exact,150b51c871814ffe,pool,Michelle Mone's ex-lawyer apologises to BBC for misleading comments about Tory donations - BBC News,5e038d30b176587c,pool,Michelle Mone husband: We're a scapegoat for PPE failures - BBC News,False,,0.0
image_exact,150b51c871814ffe,pool,Michelle Mone's ex-lawyer apologises to BBC for misleading comments about Tory donations - BBC News,8dd46666cb8ddb35,pool,Ex-Tory peer Michelle Mone's assets frozen - BBC News,False,,0.0
image_exact,1583380c825fbba4,pool,Scotland to replicate ban on XL bully dogs - Yousaf - BBC News,4b4659927c9efb54,pool,XL bully dogs: Ban decision 'needed shortly' in Northern Ireland - BBC News,False,,0.0
image_exact,1c2cf0692ea35a78,pool,"China: At least 20 dead, dozens missing in Yunnan landslide - BBC News",e5dcc5be2c51fd89,pool,"China: At least eight dead, dozens missing in Yunnan landslide - BBC News",False,,0.0
image_exact,216a25c43f8453ac,pool,Thousands left without power in Northern Ireland after Storm Isha - BBC News,62ea26b97044e2a4,pool,Storm Isha: Two dead and thousands left without power - BBC News,False,,0.0
image_exact,23c58fed4bbd622e,pool,Nottingham attacks: Triple killer's sentence considered for review - BBC News,843930b9a820418f,pool,Nottingham attacks: Valdo Calocane admits killing three people - BBC News,False,,0.0
image_exact,23c58fed4bbd622e,pool,Nottingham attacks: Triple killer's sentence considered for review - BBC News,a25e231b532d3cd9,pool,"Nottingham attacks victims were stabbed in chest, coroner says - BBC News",False,,0.0
image_exact,23c58fed4bbd622e,pool,Nottingham attacks: Triple killer's sentence considered for review - BBC News,b7235ce253f96ea8,pool,Nottingham attacks: Police 'should have done more' to arrest killer - BBC News,False,,0.0
image_exact,23c58fed4bbd622e,pool,Nottingham attacks: Triple killer's sentence considered for review - BBC News,e666d39c89e404e0,pool,Nottingham attacks: Victims' families condemn 'savage' killer - BBC News,False,,0.0
image_exact,23c58fed4bbd622e,pool,Nottingham attacks: Triple killer's sentence considered for review - BBC News,e8e2c3b1cfc55a08,pool,Nottingham attacks: Families' anger as triple killer gets hospital order - BBC News,False,,0.0
image_exact,26f840359000a735,pool,Kenneth Eugene Smith: US inmate faces first nitrogen execution after losing last-minute appeals - BBC News,787219c680942fa3,pool,Kenneth Eugene Smith: Alabama carries out first nitrogen gas execution - BBC News,False,,0.0
image_exact,2a77dab51c04ec23,pool,Japan earthquake: Fires hit quake zone as rescuers race to reach survivors - BBC News,3bfb52e5cef051d7,pool,Japan earthquake: Woman in her 80s found as critical 72-hour window closes - BBC News,False,,0.0
image_exact,3144cf716198d4dd,pool,US and UK launch fresh strikes on Houthis in Yemen - BBC News,d876379f83b92e63,pool,UK not seeking confrontation with Houthis - Sunak - BBC News,False,,0.0
image_exact,31f3cb7b83367a75,pool,Norwich deaths: Police took father to hospital weeks before stabbings - BBC News,a5df47b75045b65f,pool,Norwich deaths: Girls died of knife wounds - BBC News,False,,0.0
image_exact,31f3cb7b83367a75,pool,Norwich deaths: Police took father to hospital weeks before stabbings - BBC News,a85b057c396d2883,pool,Norwich deaths: Four people found at house are named - BBC News,False,,0.0
image_exact,324156b84346f7bd,pool,Prince Harry loses battle to get Mail on Sunday libel defence thrown out - BBC News,8befabcb4a0c3071,pool,Prince Harry to pay legal costs to Mail on Sunday - BBC News,False,,0.0
image_exact,324156b84346f7bd,pool,Prince Harry loses battle to get Mail on Sunday libel defence thrown out - BBC News,fecf5c10f33c9989,pool,Prince Harry drops libel claim against Mail on Sunday publisher - BBC News,False,,0.0
image_exact,3eb4869f104c78ed,pool,"Boy, 16, in court charged with Harry Pitman murder - BBC News",5fcc13c41b747dd5,pool,Primrose Hill stabbing: Harry Pitman named as stabbing victim - BBC News,False,,0.0
image_exact,3eb4869f104c78ed,pool,"Boy, 16, in court charged with Harry Pitman murder - BBC News",b46e50a3ff5aa6a1,pool,Harry Pitman: Vigil held for boy killed in New Year's Eve stabbing - BBC News,False,,0.0
image_exact,3eb4869f104c78ed,pool,"Boy, 16, in court charged with Harry Pitman murder - BBC News",efbfd3ac28a425c9,pool,Harry Pitman: Two arrested over fatal stabbing - BBC News,False,,0.0
image_exact,3eb4869f104c78ed,pool,"Boy, 16, in court charged with Harry Pitman murder - BBC News",f0edcac1fbe1217e,pool,Harry Pitman: Boy arrested on suspicion of murder - BBC News,False,,0.0
image_exact,3f3309048eb03074,pool,Jeffrey Epstein: Recruitment of girls detailed in second document batch - BBC News,91ec562d97390a13,pool,Ghislaine Maxwell appeals against sex trafficking conviction - BBC News,False,,0.0
image_exact,3fe5b81993fc5728,pool,Alfie Phillips murder: Mother and partner guilty of killing toddler - BBC News,c98a7ddbc7f8def1,pool,Alfie Phillips: Man accused of toddler's murder woke to find him 'floppy' - BBC News,False,,0.0
image_exact,3fe5b81993fc5728,pool,Alfie Phillips murder: Mother and partner guilty of killing toddler - BBC News,da266ed94612754e,pool,Alfie Phillips murder: Life sentence for mum and partner who killed toddler - BBC News,False,,0.0
image_exact,436d9bfd3d81cbbb,pool,Baby Elsa: Details of woman released after newborn found in bag - BBC News,6d9180635e6385cd,pool,Baby Elsa: Abandoned newborn leaves hospital with foster parents - BBC News,False,,0.0
image_exact,436d9bfd3d81cbbb,pool,Baby Elsa: Details of woman released after newborn found in bag - BBC News,6df4022312087f03,pool,"Newham: Newborn girl found in shopping bag less than hour old, police say - BBC News",False,,0.0
image_exact,4eb8dcc3e1845849,pool,Speculation over Bronson Battersby death 'unhelpful' - BBC News,aaab31f380c95013,pool,"Bronson Battersby: Review after boy, two, and dad found dead - BBC News",False,,0.0
image_exact,4eb8dcc3e1845849,pool,Speculation over Bronson Battersby death 'unhelpful' - BBC News,f1d21f1a13dbc1d0,pool,Bronson Battersby: Police watchdog to investigate toddler death - BBC News,False,,0.0
image_exact,4f21a93fd222624a,pool,Alfie Steele: Mum and partner jailed for boy's 'sadistic' killing - BBC News,83bf459276d45ad1,pool,Alfie Steele: Mum and partner guilty of killing boy in bath - BBC News,False,,0.0
image_exact,55ebddaec4099e6b,pool,Boeing's mid-flight blowout a big problem for company - BBC News,9d3ac8d1c83ebb33,pool,FAA grounds 171 Boeing planes after mid-air blowout on Alaska Airlines jet - BBC News,False,,0.0
image_exact,5919e6e48a353638,pool,WWE boss Vince McMahon quits after sex-trafficking lawsuit - BBC News,66d9004364e2e2f7,pool,Vince McMahon: WWE boss accused of sex trafficking - BBC News,False,,0.0
image_exact,5bfd52b6f1c5d51e,pool,Supreme Court to rule if Trump can run for president - BBC News,d4daf24782ca1fed,pool,Trump asks Supreme Court to overturn Colorado ban - BBC News,False,,0.0
image_exact,5e038d30b176587c,pool,Michelle Mone husband: We're a scapegoat for PPE failures - BBC News,8dd46666cb8ddb35,pool,Ex-Tory peer Michelle Mone's assets frozen - BBC News,False,,0.0
image_exact,5f8c1f8b4b5aad93,pool,US Moon mission has no chance of soft lunar landing - BBC News,76a2bffc125b8877,pool,Peregrine lander: Time running out for US Moon mission - BBC News,False,,0.0
image_exact,5fcc13c41b747dd5,pool,Primrose Hill stabbing: Harry Pitman named as stabbing victim - BBC News,b46e50a3ff5aa6a1,pool,Harry Pitman: Vigil held for boy killed in New Year's Eve stabbing - BBC News,False,,0.0
image_exact,5fcc13c41b747dd5,pool,Primrose Hill stabbing: Harry Pitman named as stabbing victim - BBC News,efbfd3ac28a425c9,pool,Harry Pitman: Two arrested over fatal stabbing - BBC News,False,,0.0
image_exact,5fcc13c41b747dd5,pool,Primrose Hill stabbing: Harry Pitman named as stabbing victim - BBC News,f0edcac1fbe1217e,pool,Harry Pitman: Boy arrested on suspicion of murder - BBC News,False,,0.0
image_exact,60aebd9f01647781,pool,Sunderland footballer Jack Diamond 'raped woman in his home' - BBC News,9447bb643eaf92a8,pool,Sunderland's Jack Diamond says rape accuser initiated sex - BBC News,False,,0.0
image_exact,6d9180635e6385cd,pool,Baby Elsa: Abandoned newborn leaves hospital with foster parents - BBC News,6df4022312087f03,pool,"Newham: Newborn girl found in shopping bag less than hour old, police say - BBC News",False,,0.0
image_exact,733b1d756c231fd0,pool,Boeing admits mistake over 737 Max 9 door blowout - BBC News,da207d9d47fcfca5,pool,US launches Boeing investigation after blowout - BBC News,False,,0.0
image_exact,766b06c7ee7a08e9,pool,Rishi Sunak rebuked by stats watchdog over asylum backlog claim - BBC News,cb708d999e24c6d8,pool,Statistics watchdog to examine government asylum backlog claims - BBC News,False,,0.0
image_exact,843930b9a820418f,pool,Nottingham attacks: Valdo Calocane admits killing three people - BBC News,a25e231b532d3cd9,pool,"Nottingham attacks victims were stabbed in chest, coroner says - BBC News",False,,0.0
image_exact,843930b9a820418f,pool,Nottingham attacks: Valdo Calocane admits killing three people - BBC News,b7235ce253f96ea8,pool,Nottingham attacks: Police 'should have done more' to arrest killer - BBC News,False,,0.0
image_exact,843930b9a820418f,pool,Nottingham attacks: Valdo Calocane admits killing three people - BBC News,e666d39c89e404e0,pool,Nottingham attacks: Victims' families condemn 'savage' killer - BBC News,False,,0.0
image_exact,843930b9a820418f,pool,Nottingham attacks: Valdo Calocane admits killing three people - BBC News,e8e2c3b1cfc55a08,pool,Nottingham attacks: Families' anger as triple killer gets hospital order - BBC News,False,,0.0
image_exact,8befabcb4a0c3071,pool,Prince Harry to pay legal costs to Mail on Sunday - BBC News,fecf5c10f33c9989,pool,Prince Harry drops libel claim against Mail on Sunday publisher - BBC News,False,,0.0
image_exact,903eeb5d7210ea7f,pool,"Rishi Sunak: Strikes on Houthis intended as 'limited, single action' - BBC News",fd015c669080def2,pool,"Iran must tell Houthis to cease and desist, says Grant Shapps - BBC News",False,,0.0
image_exact,97a89549bd2b2392,pool,Tata Steel: Port Talbot steelworks gets £500m by UK government - BBC News,ee7b0270d9328017,pool,"Port Talbot: Tata's Steel 2,800 job cuts are 'devastating' - BBC News",False,,0.0
image_exact,993cdea04d561d98,pool,Rishi Sunak faces key Rwanda vote after Tory deputy chairmen resign - BBC News,b6e608a6d7bcbdb4,pool,Rishi Sunak facing major Tory revolt over Rwanda bill - BBC News,False,,0.0
image_exact,a145164e6e07abb2,test,Alfie Phillips murder trial: Accused unaware that toddler was injured - court - BBC News,ae7569a952f03243,test,Alfie Phillips murder trial: Mother tells court she did not bite baby - BBC News,False,,0.0
image_exact,a25e231b532d3cd9,pool,"Nottingham attacks victims were stabbed in chest, coroner says - BBC News",b7235ce253f96ea8,pool,Nottingham attacks: Police 'should have done more' to arrest killer - BBC News,False,,0.0
image_exact,a25e231b532d3cd9,pool,"Nottingham attacks victims were stabbed in chest, coroner says - BBC News",e666d39c89e404e0,pool,Nottingham attacks: Victims' families condemn 'savage' killer - BBC News,False,,0.0
image_exact,a25e231b532d3cd9,pool,"Nottingham attacks victims were stabbed in chest, coroner says - BBC News",e8e2c3b1cfc55a08,pool,Nottingham attacks: Families' anger as triple killer gets hospital order - BBC News,False,,0.0
image_exact,a42973b88c85573b,pool,Post Office scandal: Dozens more seek legal help after TV drama - BBC News,deddf51749a18dab,pool,The power of Mr Bates vs The Post Office in bringing about justice - BBC News,False,,0.0
image_exact,a5df47b75045b65f,pool,Norwich deaths: Girls died of knife wounds - BBC News,a85b057c396d2883,pool,Norwich deaths: Four people found at house are named - BBC News,False,,0.0
image_exact,a759ba1ff1e97a8c,pool,Post Office scandal: Rishi Sunak considers measures to clear all victims - BBC News,e10abb8eb3809954,pool,Post Office victims' compensation pot cut by half - BBC News,False,,0.0
image_exact,aaab31f380c95013,pool,"Bronson Battersby: Review after boy, two, and dad found dead - BBC News",f1d21f1a13dbc1d0,pool,Bronson Battersby: Police watchdog to investigate toddler death - BBC News,False,,0.0
image_exact,b46e50a3ff5aa6a1,pool,Harry Pitman: Vigil held for boy killed in New Year's Eve stabbing - BBC News,efbfd3ac28a425c9,pool,Harry Pitman: Two arrested over fatal stabbing - BBC News,False,,0.0
image_exact,b46e50a3ff5aa6a1,pool,Harry Pitman: Vigil held for boy killed in New Year's Eve stabbing - BBC News,f0edcac1fbe1217e,pool,Harry Pitman: Boy arrested on suspicion of murder - BBC News,False,,0.0
image_exact,b7235ce253f96ea8,pool,Nottingham attacks: Police 'should have done more' to arrest killer - BBC News,e666d39c89e404e0,pool,Nottingham attacks: Victims' families condemn 'savage' killer - BBC News,False,,0.0
image_exact,b7235ce253f96ea8,pool,Nottingham attacks: Police 'should have done more' to arrest killer - BBC News,e8e2c3b1cfc55a08,pool,Nottingham attacks: Families' anger as triple killer gets hospital order - BBC News,False,,0.0
image_exact,c0ce485e98a6146c,pool,IS claims responsibility for deadly Iran bombings that killed 84 - BBC News,e3aa92b4be5559f8,pool,Iran leader vows harsh response to deadly bombings that killed 84 - BBC News,False,,0.0
image_exact,c98a7ddbc7f8def1,pool,Alfie Phillips: Man accused of toddler's murder woke to find him 'floppy' - BBC News,da266ed94612754e,pool,Alfie Phillips murder: Life sentence for mum and partner who killed toddler - BBC News,False,,0.0
image_exact,caf87f1ebe8f7b38,pool,Calvin Klein: Ad with FKA twigs banned for objectifying women - BBC News,d4d4cb7232ac5ead,pool,FKA twigs calls Calvin Klein ad ban 'double standards' - BBC News,False,,0.0
image_exact,da16b85fcb42e91a,pool,"Japan Airlines: Coastguard plane not cleared for take-off, transcripts show - BBC News",f5451407eda5d0cb,pool,Japan jet crash: Airline pilots unaware of cabin fire until crew told them - BBC News,False,,0.0
image_exact,e666d39c89e404e0,pool,Nottingham attacks: Victims' families condemn 'savage' killer - BBC News,e8e2c3b1cfc55a08,pool,Nottingham attacks: Families' anger as triple killer gets hospital order - BBC News,False,,0.0
image_exact,efbfd3ac28a425c9,pool,Harry Pitman: Two arrested over fatal stabbing - BBC News,f0edcac1fbe1217e,pool,Harry Pitman: Boy arrested on suspicion of murder - BBC News,False,,0.0
image_exact,f33c78fa581e6f6b,test,Post Office inquiry: Fujitsu manager called sub-postmaster 'nasty chap' - BBC News,f712b1df8694a1d9,test,Fujitsu boss: We let society down over Post Office role - BBC News,False,,0.0
image_near,14959417647b94ee,test,Dragons' Den: BBC defends show after ME criticism of Acu Seeds - BBC News,766653dfbc9292d4,test,Dragons' Den episode edited after ear seed complaints about Giselle Boxer pitch - BBC News,False,,0.0
image_near,766b06c7ee7a08e9,pool,Rishi Sunak rebuked by stats watchdog over asylum backlog claim - BBC News,bf17ed150473bd93,pool,James Cleverly insists older asylum case backlog dealt with - BBC News,False,,0.0
image_near,bf17ed150473bd93,pool,James Cleverly insists older asylum case backlog dealt with - BBC News,cb708d999e24c6d8,pool,Statistics watchdog to examine government asylum backlog claims - BBC News,False,,0.0
image_near,0f21ca3c111ecb9c,pool,"Ministers admit losing track of 5,600 asylum claimants - BBC News",ce3712e230b2dc28,pool,Tory deputy chairmen back move to 'beef up' Rwanda bill - BBC News,False,,1.0
image_near,55ebddaec4099e6b,pool,Boeing's mid-flight blowout a big problem for company - BBC News,e2316a4adbbc6b4a,pool,Flights cancelled as regulator grounds Boeing 737 Max 9s over blowout - BBC News,False,,1.0
image_near,993cdea04d561d98,pool,Rishi Sunak faces key Rwanda vote after Tory deputy chairmen resign - BBC News,ce3712e230b2dc28,pool,Tory deputy chairmen back move to 'beef up' Rwanda bill - BBC News,False,,1.0
image_near,9d3ac8d1c83ebb33,pool,FAA grounds 171 Boeing planes after mid-air blowout on Alaska Airlines jet - BBC News,e2316a4adbbc6b4a,pool,Flights cancelled as regulator grounds Boeing 737 Max 9s over blowout - BBC News,False,,1.0
image_near,b6e608a6d7bcbdb4,pool,Rishi Sunak facing major Tory revolt over Rwanda bill - BBC News,ce3712e230b2dc28,pool,Tory deputy chairmen back move to 'beef up' Rwanda bill - BBC News,False,,1.0
text_near,6634e8cdb5d7b5f9,pool,Madonna 'vigorously' defends late concert start lawsuit brought by fans - BBC News,d8b4e6d01a9639d7,pool,Madonna sued by fans in New York over late concert start time - BBC News,False,0.902217,
text_near,c0ce485e98a6146c,pool,IS claims responsibility for deadly Iran bombings that killed 84 - BBC News,e3aa92b4be5559f8,pool,Iran leader vows harsh response to deadly bombings that killed 84 - BBC News,False,0.892835,
