test_id,headline,section,category,query
f64315980d8d95f6,Fans call for Sven-Goran Eriksson to manage Liverpool FC Legends - BBC News,Liverpool,society_culture,Why are fans calling for Sven-Goran Eriksson to manage Liverpool FC Legends?
efc175ec64b0b2c7,Jodie Comer says she was 'terrified' acting with 15 babies in The End We Start From - BBC News,Entertainment & Arts,society_culture,What did Jodie Comer say about acting with babies?
d249a3899b3b6ff4,Pothole reports hit a five-year high in 2023 - BBC News,Science & Environment,business_technology_science,Why did pothole reports reach a five-year high in 2023?
25c305df41b8b691,Ukraine says it shot down Russian A-50 spy plane - BBC News,Europe,international,What did Ukraine claim about the Russian A-50 spy plane?
17821b777b38e1fd,"AI to hit 40% of jobs and worsen inequality, IMF says - BBC News",Business,business_technology_science,How will AI impact jobs and inequality according to the IMF?
167cf0b032cd2d1e,Post Office scandal: Woman from Cornwall 'destroyed' by accusations - BBC News,Cornwall,society_culture,How did accusations affect a woman in the Post Office scandal?
034a3d7c21a3f270,St Asaph: Family's dishwasher 'burst into flames' - BBC News,Wales,society_culture,What happened when a family's dishwasher burst into flames?
bbd69903f26683c1,Polish police arrest politicians in presidential palace - BBC News,Europe,international,Why did Polish police arrest politicians in the presidential palace?
0c1244b85425067a,Alexei Navalny jokes in January video from penal colony - BBC News,,society_culture,What did Alexei Navalny say in his January video from prison?
f9030143bd3bb7aa,Craft beer giant Brewdog abandons real living wage for employees - BBC News,Scotland,society_culture,Why did Brewdog abandon the real living wage for employees?
8b4198ba33bfdb90,Post Office scandal: 'I carried the shame - I refuse to carry it any longer' - BBC News,UK,society_culture,What did a woman say about carrying shame from the Post Office scandal?
fcc380721b5b90b7,Simone Biles felt like 'failure' after Tokyo Olympics - BBC Sport,Gymnastics,sports,What did Simone Biles say about her feelings after the Tokyo Olympics?
0a5fa0a6fc09ec39,Post Office scandal: Former minister calls for mass appeal against convictions - BBC News,Business,business_technology_science,What is the former minister's call regarding Post Office convictions?
814408bf57b3249c,Apple pays out over claims it deliberately slowed down iPhones - BBC News,Technology,business_technology_science,What claims did Apple settle regarding slowing down iPhones?
ebd1e81793a9aae7,Aberystwyth: Car crashes into Bronglais hospital - BBC News,Wales,society_culture,What happened when a car crashed into Bronglais hospital?
6ee65dab83d5f6b2,"Government defends spending £27,000 on wine during Covid - BBC News",UK Politics,politics_conflict,"Why is the government defending its £27,000 wine spending during Covid?"
4a1978d8e88bb37b,Fujitsu won Foreign Office contract despite concerns - BBC News,UK Politics,politics_conflict,What concerns were raised about Fujitsu's Foreign Office contract?
57e79c45bbbd70fa,Fly-tipping forces landowners to turn farms into 'forts' - BBC News,Science & Environment,business_technology_science,How are landowners responding to fly-tipping on their farms?
a4caa31f197d417a,UK seeks urgent talks with Fujitsu on Horizon scandal - BBC News,Business,business_technology_science,What is the UK discussing with Fujitsu regarding the Horizon scandal?
2e44e742201e9289,Michael Morpurgo leads call for urgent children's reading investment - BBC News,Entertainment & Arts,society_culture,Why is Michael Morpurgo advocating for children's reading investment?
ccf5ee79d37e25c6,BBC agrees to sell EastEnders set at Elstree to raise funds - BBC News,Entertainment & Arts,society_culture,Why did the BBC decide to sell the EastEnders set?
f66fc7d20f73c7a1,"Coachella 2024: Doja Cat, Tyler, the Creator and Lana Del Rey to headline - BBC News",Newsbeat,society_culture,Who are the headliners for Coachella 2024?
793e5ee3388efb36,"Supermarket favourites victims of shrinkflation, consumer group Which? says - BBC News",UK,society_culture,What does Which? say about shrinkflation affecting supermarket products?
779b9fe3740fb93e,Post Office inquiry: Wells ex-postmistress blames people 'not computers' - BBC News,Somerset,society_culture,What did the ex-postmistress blame for the Post Office inquiry issues?
b1ea9520f935e34e,NHS whole-gene screening helps tailor cancer care - BBC News,Health,society_culture,How does NHS whole-gene screening improve cancer care?
1df3b50ae50946fa,Rennie Mackintosh tea rooms saved for the nation - BBC News,Glasgow & West Scotland,society_culture,What happened to the Rennie Mackintosh tea rooms?
