test_id,config,claim_index,claim,supported,reason
012b4151ae9331f7,B0,1,The Golden Globes red carpet is a highly anticipated event.,False,Evidence never describes the red carpet or its anticipation.
012b4151ae9331f7,B0,2,"At the Golden Globes red carpet, celebrities showcase their fashion choices.",False,No mention of fashion choices at the red carpet.
012b4151ae9331f7,B0,3,"At the Golden Globes red carpet, celebrities showcase their personal styles.",False,No mention of personal styles at the red carpet.
012b4151ae9331f7,B0,4,This year's coverage of the Golden Globes red carpet highlighted a mix of classic elegance and bold statements.,False,No description of fashion themes or coverage of red carpet.
012b4151ae9331f7,B0,5,Stars at the Golden Globes red carpet wore glamorous gowns.,False,No mention of gowns or attire at the event.
012b4151ae9331f7,B0,6,Stars at the Golden Globes red carpet wore avant-garde outfits.,False,No mention of avant-garde outfits.
012b4151ae9331f7,B0,7,Many attendees at the Golden Globes red carpet used the platform to express their individuality.,False,No mention of attendees expressing individuality.
012b4151ae9331f7,B0,8,Many attendees at the Golden Globes red carpet used the platform to make social statements.,False,No mention of social statements via red carpet fashion.
012b4151ae9331f7,B0,9,Photographers captured the excitement among the stars at the Golden Globes red carpet.,False,No mention of photographers or excitement captured.
012b4151ae9331f7,B0,10,Photographers captured the interactions among the stars at the Golden Globes red carpet.,False,No mention of photographers capturing interactions.
012b4151ae9331f7,B0,11,The Golden Globes red carpet served as a display of creativity.,False,No mention of creativity display on red carpet.
012b4151ae9331f7,B0,12,The Golden Globes red carpet served as a celebration of the entertainment industry.,False,No statement framing red carpet as industry celebration.
012b4151ae9331f7,B1,1,Sarah Snook won best leading actress in a TV drama at the Golden Globes.,True,Directly stated Sarah Snook named best leading actress in a TV drama.
012b4151ae9331f7,B1,2,"Sarah Snook's win was for her role in ""Succession.""",True,"Evidence states she played Shiv Roy in Succession, linked to award."
012b4151ae9331f7,B1,3,Robert Downey Jr. received the award for best supporting actor at the Golden Globes.,True,Directly stated Robert Downey Jr won best supporting actor.
012b4151ae9331f7,B1,4,"Robert Downey Jr.'s award was for his performance in ""Oppenheimer.""",True,Evidence states award was for his performance in Oppenheimer.
012b4151ae9331f7,B1,5,The Golden Globes are the first major ceremony of the film awards season.,True,Directly stated Golden Globes mark first major ceremony of awards season.
012b4151ae9331f7,B1,6,The film awards season leads up to the Oscars.,True,Evidence states season culminates with the Oscars.
012b4151ae9331f7,B1,7,Changes were made to the Golden Globes membership.,True,Evidence mentions changes made to Golden Globes membership.
012b4151ae9331f7,B1,8,The changes to the Golden Globes membership followed a scandal.,True,Evidence states changes followed a scandal.
012b4151ae9331f7,B1,9,The scandal was related to corruption and diversity issues.,True,Evidence states scandal involved corruption and lack of diversity.
012b4151ae9331f7,M,1,The Golden Globes took place recently.,True,Evidence refers to 'last week's Golden Globes' as recent.
012b4151ae9331f7,M,2,Robert Downey Jr. won best supporting actor at the Golden Globes.,True,Explicitly stated he won best supporting actor.
012b4151ae9331f7,M,3,"Robert Downey Jr. won for his role in ""Oppenheimer.""",True,States he won for performance in Oppenheimer.
012b4151ae9331f7,M,4,Sarah Snook won best leading actress in a TV drama at the Golden Globes.,True,Explicitly stated she was named best leading actress in a TV drama.
012b4151ae9331f7,M,5,"Sarah Snook won for her role in ""Succession.""",True,Context clearly ties her win to her role as Shiv Roy in Succession.
012b4151ae9331f7,M,6,The Golden Globes marked the beginning of the film awards season.,True,Stated as first major ceremony of film awards season.
012b4151ae9331f7,M,7,There were discussions around changes made to the Golden Globes membership.,True,Downey Jr referenced changes made to Golden Globes membership.
012b4151ae9331f7,M,8,The changes to the Golden Globes membership followed past scandals.,True,States changes followed a scandal over corruption and diversity.
012b4151ae9331f7,M,9,Margot Robbie was present at the Golden Globes.,True,Image caption states Gerwig and Robbie pictured at Golden Globes.
012b4151ae9331f7,M,10,Greta Gerwig was present at the Golden Globes.,True,Image caption states Gerwig and Robbie pictured at Golden Globes.
012b4151ae9331f7,M,11,Margot Robbie missed a key nomination for the Oscars.,True,States Robbie was snubbed in best actress category.
012b4151ae9331f7,M,12,Greta Gerwig missed a key nomination for the Oscars.,True,States Gerwig missed out on best director nomination.
012b4151ae9331f7,M,13,"""Barbie"" received multiple Oscar nominations.",True,States Barbie received eight Oscar nominations.
012b4151ae9331f7,M_nocap,1,The Golden Globes ceremony took place recently,True,"Article refers to 'last week' Golden Globes, implying recency."
012b4151ae9331f7,M_nocap,2,Robert Downey Jr. won best supporting actor at the Golden Globes,True,Explicitly stated he won best supporting actor for Oppenheimer.
012b4151ae9331f7,M_nocap,3,"Robert Downey Jr. won best supporting actor for his role in ""Oppenheimer""",True,Directly stated he won for his performance in Oppenheimer.
012b4151ae9331f7,M_nocap,4,Robert Downey Jr. commented on the film's unexpected success,True,He joked about the film's unlikely $1bn success.
012b4151ae9331f7,M_nocap,5,Robert Downey Jr. commented on the changes in the Golden Globes membership following a scandal,True,Text says he referred to the membership changes after scandal.
012b4151ae9331f7,M_nocap,6,The Golden Globes membership underwent changes following a scandal,True,Evidence mentions scandal over corruption and lack of diversity causing changes.
012b4151ae9331f7,M_nocap,7,Sarah Snook received the award for best leading actress in a TV drama,True,Sarah Snook named best leading actress in a TV drama.
012b4151ae9331f7,M_nocap,8,"Sarah Snook received the award for her role in ""Succession""",True,"She played Shiv Roy in Succession, tied to the award."
012b4151ae9331f7,M_nocap,9,Margot Robbie was present at the Golden Globes,True,Robbie pictured at the Golden Globes per evidence.
012b4151ae9331f7,M_nocap,10,Greta Gerwig was present at the Golden Globes,True,Gerwig pictured at the Golden Globes per evidence.
012b4151ae9331f7,M_nocap,11,Margot Robbie missed a key nomination for the Oscars,True,"Robbie missed best actress nomination, a key category."
012b4151ae9331f7,M_nocap,12,Greta Gerwig missed a key nomination for the Oscars,True,"Gerwig missed best director nomination, a key category."
012b4151ae9331f7,M_nocap,13,"""Barbie"" received multiple Oscar nominations",True,Barbie received eight Oscar nominations per evidence.
01a527d8b8ec1f3c,B0,1,French reports have highlighted the ongoing challenges faced by the UK in managing small boat crossings in the English Channel.,True,French report on insufficient UK info about small boats crossing Channel matches this.
01a527d8b8ec1f3c,B0,2,The reports are recent.,True,"Report stated as 'earlier this month', indicating recency."
01a527d8b8ec1f3c,B0,3,The UK government has implemented various measures to deter illegal migration.,False,"No specific measures described, only general statements about clamping down."
01a527d8b8ec1f3c,B0,4,The measures implemented by the UK government include increased patrols.,False,Evidence does not mention increased patrols specifically.
01a527d8b8ec1f3c,B0,5,The UK government has partnerships with France to enhance border security.,True,Minister said government working with France to prevent crossings.
01a527d8b8ec1f3c,B0,6,The effectiveness of the UK's efforts to deter illegal migration has been questioned.,True,Debate over whether policy or weather caused the drop implies questioning effectiveness.
01a527d8b8ec1f3c,B0,7,The number of small boat crossings in the English Channel remains high.,False,"Evidence says crossings fell in 2023, contradicting 'remains high'."
01a527d8b8ec1f3c,B0,8,The situation continues to spark debate over immigration policies.,True,Debate mentioned about government policy vs weather regarding figures.
01a527d8b8ec1f3c,B0,9,The situation continues to spark debate over the humanitarian implications for those attempting the Channel crossing.,False,No mention of humanitarian debate in evidence.
01a527d8b8ec1f3c,B0,10,The Channel crossing journey is perilous.,True,Deaths and people in difficulty at sea show a perilous journey.
01a527d8b8ec1f3c,B1,1,A recent French report indicated that the UK is not providing sufficient intelligence regarding small boats crossing the English Channel.,True,Matches evidence about French report on insufficient UK intelligence.
01a527d8b8ec1f3c,B1,2,The French report described the information shared by the UK as 'first level.',True,Evidence quotes 'first level' regarding intelligence.
01a527d8b8ec1f3c,B1,3,The French report described the information shared by the UK as 'very general.',True,Evidence quotes 'very general' regarding intelligence.
01a527d8b8ec1f3c,B1,4,The lack of detailed communication has raised concerns about the effectiveness of joint efforts to manage small boat crossings.,False,Evidence doesn't state concerns about effectiveness of joint efforts.
01a527d8b8ec1f3c,B1,5,UK officials are focusing on clamping down on criminal gangs involved in people smuggling.,True,Minister said government was clamping down on criminal gangs.
01a527d8b8ec1f3c,B1,6,UK officials are prioritizing the prevention of further small boat crossings.,True,Minister said stopping boats will continue to be priority.
01a527d8b8ec1f3c,B1,7,The report highlights ongoing challenges in the collaboration between the UK and France in addressing the issue of small boat crossings.,False,Evidence doesn't frame this as 'ongoing challenges in collaboration' explicitly.
01a527d8b8ec1f3c,M,1,A recent French report was issued.,True,Evidence says a French report was published earlier that month.
01a527d8b8ec1f3c,M,2,The French report indicated that the UK is not providing sufficient intelligence regarding small boats crossing the English Channel.,True,Evidence states UK was not passing on enough information about small boats.
01a527d8b8ec1f3c,M,3,"The French report described the information shared by the UK as ""first level.""",True,Evidence quotes intelligence as 'first level'.
01a527d8b8ec1f3c,M,4,"The French report described the information shared by the UK as ""very general.""",True,Evidence quotes intelligence as 'very general'.
01a527d8b8ec1f3c,M,5,The lack of detailed communication may contribute to difficulties faced by migrants attempting to cross the Channel.,False,Evidence doesn't link report's findings to migrant deaths or difficulties.
01a527d8b8ec1f3c,M,6,Five migrants died shortly after departing from the French coast.,True,Evidence says people got into trouble almost immediately after departure.
01a527d8b8ec1f3c,M,7,The report emphasizes the need for improved cooperation between the UK and French authorities.,False,Evidence doesn't mention report emphasizing need for improved cooperation.
01a527d8b8ec1f3c,M,8,The report emphasizes the need for improved information sharing between the UK and French authorities.,False,Evidence doesn't state report emphasizes need for improved information sharing.
01a527d8b8ec1f3c,M,9,The report states that improved cooperation and information sharing would enhance safety and response efforts in the region.,False,Evidence doesn't state this conclusion about safety and response.
01a527d8b8ec1f3c,M_nocap,1,A recent French report addressed intelligence sharing regarding small boats crossing the English Channel,True,French report on UK intelligence sharing about small boats is mentioned.
01a527d8b8ec1f3c,M_nocap,2,The report indicated that the UK is not providing sufficient intelligence regarding small boats crossing the English Channel,True,Report stated UK not passing enough information about small boats.
01a527d8b8ec1f3c,M_nocap,3,"The report described the information shared with French police as ""first level""",True,Quoted as 'first level' intelligence.
01a527d8b8ec1f3c,M_nocap,4,"The report described the information shared with French police as ""very general""",True,Quoted as 'very general'.
01a527d8b8ec1f3c,M_nocap,5,The lack of detailed communication may contribute to difficulties in managing the situation effectively,False,Evidence doesn't state this causal implication explicitly.
01a527d8b8ec1f3c,M_nocap,6,The report comes in the context of ongoing challenges related to migrant crossings,True,Article context is about migrant deaths crossing the Channel.
01a527d8b8ec1f3c,M_nocap,7,Five migrants died attempting to cross the Channel,True,Headline states five migrants die crossing the Channel.
020d3d213643f8ec,B0,1,Israeli troops have made significant advances in Khan Younis.,True,"Evidence describes forces encircling and pushing into Khan Younis, significant advances."
020d3d213643f8ec,B0,2,Khan Younis is a city in the southern Gaza Strip.,True,Multiple sources call it southern Gaza's largest/second city.
020d3d213643f8ec,B0,3,Israeli troops' advances in Khan Younis are part of ongoing military operations.,True,Advances described as part of ongoing ground offensive operations.
020d3d213643f8ec,B0,4,There has been an escalation in Khan Younis.,True,Intense strikes and fierce fighting described as escalating.
020d3d213643f8ec,B0,5,The escalation follows heightened tensions in the region.,False,Evidence gives no cause of 'heightened tensions' preceding escalation.
020d3d213643f8ec,B0,6,The escalation follows conflict in the region.,True,"Escalation follows Oct 7 attack and ongoing war, a conflict."
020d3d213643f8ec,B0,7,There are reports of intense fighting in the region.,True,Article headline explicitly reports intense fighting in Khan Younis.
020d3d213643f8ec,B0,8,There are reports of civilian casualties in the region.,True,"UN reports 12 killed at shelter, civilian casualties noted."
020d3d213643f8ec,B0,9,The Israeli military aims to target Hamas infrastructure.,True,"IDF states operation targets Hamas outposts, infrastructure, command centres."
020d3d213643f8ec,B0,10,Humanitarian concerns are growing over the impact on the local population.,True,UN rapporteurs describe starvation and hunger among population.
020d3d213643f8ec,B0,11,The situation in the region remains fluid.,True,"Shifting frontlines, renewed clashes indicate a fluid situation."
020d3d213643f8ec,B0,12,There are international calls for restraint.,False,No mention of international calls for restraint in evidence.
020d3d213643f8ec,B0,13,There are efforts to address the humanitarian crisis.,False,"No specific humanitarian aid efforts described, only concerns raised."
020d3d213643f8ec,B1,1,Israeli troops have advanced into Khan Younis.,True,Multiple items describe Israeli forces pushing into Khan Younis.
020d3d213643f8ec,B1,2,Khan Younis is considered a stronghold of Hamas.,True,Evidence [1] calls it a stronghold of Hamas.
020d3d213643f8ec,B1,3,Israeli troops engaged in close-quarters combat in Khan Younis.,True,Evidence [1] states forces engaged in close-quarters combat.
020d3d213643f8ec,B1,4,Israeli troops conducted air strikes in Khan Younis.,True,Evidence [1] mentions directed air strikes; [5] confirms air strikes on Khan Younis.
020d3d213643f8ec,B1,5,The Israel Defense Forces have encircled Khan Younis.,True,Evidence [3] and [4] state IDF completely encircled the city.
020d3d213643f8ec,B1,6,The Israel Defense Forces are focusing on locating top Hamas officials believed to be hiding in Khan Younis.,True,Evidence [2] says forces search for top Hamas officials in Khan Younis.
020d3d213643f8ec,B1,7,The Israel Defense Forces are searching for Israeli hostages in Khan Younis.,True,Evidence [2] and [5] mention searching for/rescuing hostages there.
020d3d213643f8ec,B1,8,The Israel Defense Forces are facing fierce resistance from Hamas fighters in Khan Younis.,True,Evidence [1] states troops faced fierce resistance from Hamas's Khan Younis Brigade.
020d3d213643f8ec,B1,9,The Israel Defense Forces have reported significant successes in Khan Younis.,False,"Evidence lists specific claimed successes, not a general 'significant successes' statement."
020d3d213643f8ec,B1,10,The Israel Defense Forces reported the elimination of local gunmen in Khan Younis.,True,Evidence [3] says dozens of local gunmen were killed.
020d3d213643f8ec,B1,11,The Israel Defense Forces reported the discovery of weapons in Khan Younis.,True,Evidence [3] mentions a large number of weapons found.
020d3d213643f8ec,B1,12,The Israel Defense Forces reported the discovery of tunnel shafts in Khan Younis.,True,Evidence [3] mentions tunnel shafts found.
020d3d213643f8ec,B1,13,The situation in Khan Younis is complicated by the presence of displaced civilians.,True,Multiple items note the city is crowded with displaced people.
020d3d213643f8ec,B1,14,There is ongoing fighting reported near hospitals in Khan Younis.,True,Evidence [3] mentions fierce fighting by three hospitals in Khan Younis.
020d3d213643f8ec,M,1,Israeli troops have advanced into Khan Younis.,True,Evidence states Israeli forces pushed into Khan Younis.
020d3d213643f8ec,M,2,Khan Younis is considered a stronghold of Hamas.,True,Text explicitly calls it a stronghold of Hamas.
020d3d213643f8ec,M,3,Israeli troops are engaging in close-quarters combat in Khan Younis.,True,Evidence states troops engaged in close-quarters combat.
020d3d213643f8ec,M,4,Israeli troops are conducting airstrikes in Khan Younis.,True,Evidence states forces directed air strikes.
020d3d213643f8ec,M,5,The Israel Defense Forces (IDF) have encircled Khan Younis.,True,IDF announced it completely encircled the city.
020d3d213643f8ec,M,6,The IDF is focusing its operations on locating top Hamas officials.,True,Evidence says forces searching for top Hamas officials.
020d3d213643f8ec,M,7,The top Hamas officials are believed to be hiding in Khan Younis.,True,Israel believes top Hamas leaders are hiding there.
020d3d213643f8ec,M,8,The Israeli military has superior strength.,True,Text says army is vastly superior in strength and equipment.
020d3d213643f8ec,M,9,The Israeli military is encountering significant resistance from Hamas fighters.,True,Evidence mentions significant resistance across the territory.
020d3d213643f8ec,M,10,The situation in Khan Younis is dire.,True,"Panic, hunger, and hospital risk indicate dire situation."
020d3d213643f8ec,M,11,Many residents in Khan Younis have been displaced.,True,Hundreds of thousands sheltering after fleeing northern areas.
020d3d213643f8ec,M,12,Displaced residents in Khan Younis are struggling to find safety.,True,"People running away not knowing their fate, per journalist quote."
020d3d213643f8ec,M,13,Displaced residents in Khan Younis are struggling to find basic supplies.,True,UN reports struggling to get basic supplies and food.
020d3d213643f8ec,M,14,There is intense fighting in Khan Younis.,True,Multiple reports describe intense/fierce fighting in Khan Younis.
020d3d213643f8ec,M_nocap,1,Israeli troops have advanced into Khan Younis.,True,Evidence says Israeli forces pushed into Khan Younis.
020d3d213643f8ec,M_nocap,2,Khan Younis is considered a stronghold of Hamas.,True,Text calls Khan Younis a stronghold of Hamas.
020d3d213643f8ec,M_nocap,3,Israeli troops are engaging in close-quarters combat in Khan Younis.,True,Evidence states forces engaged in close-quarters combat.
020d3d213643f8ec,M_nocap,4,Israeli troops are conducting airstrikes in Khan Younis.,True,Evidence states forces directed air strikes.
020d3d213643f8ec,M_nocap,5,The Israel Defense Forces have encircled Khan Younis.,True,IDF announced it had completely encircled the city.
020d3d213643f8ec,M_nocap,6,The Israel Defense Forces are focusing their operations on locating top Hamas officials.,True,Forces are searching for top Hamas officials in Khan Younis.
020d3d213643f8ec,M_nocap,7,Top Hamas officials are believed to be hiding in Khan Younis.,True,Military convinced top Hamas commanders holed up in Khan Younis.
020d3d213643f8ec,M_nocap,8,The Israeli military has superior strength compared to Hamas fighters.,True,Army described as vastly superior to Hamas in strength and equipment.
020d3d213643f8ec,M_nocap,9,Israeli forces are encountering significant resistance from Hamas fighters.,True,Troops faced fierce/significant resistance from Hamas fighters.
020d3d213643f8ec,M_nocap,10,The situation in Khan Younis is dire.,True,"Reports describe panic, hunger, and hospital risk of closure."
020d3d213643f8ec,M_nocap,11,Many displaced people are seeking safety in Khan Younis.,True,Hundreds of thousands sheltering in Khan Younis after fleeing north.
020d3d213643f8ec,M_nocap,12,There is intense fighting in Khan Younis.,True,Multiple mentions of fierce fighting in Khan Younis.
020d3d213643f8ec,M_nocap,13,There is limited access to basic supplies in Khan Younis.,False,"Supply shortage mentioned for Gaza overall, not specifically Khan Younis."
0251e08dd2c44ed1,B0,1,Road gritters in Northern Ireland have been facing strike action.,True,GMB union gritting service suspension is a form of strike action.
0251e08dd2c44ed1,B0,2,Northern Ireland is experiencing severe winter weather conditions.,True,Article describes Arctic blast bringing wintry weather to NI.
0251e08dd2c44ed1,B0,3,The severe winter weather conditions in Northern Ireland are characterized by snow.,True,Article mentions snow expected in Glenshane Pass and Coleraine Mountain.
0251e08dd2c44ed1,B0,4,The severe winter weather conditions in Northern Ireland are characterized by ice.,False,Evidence does not mention ice in Northern Ireland weather conditions.
0251e08dd2c44ed1,B0,5,The strike has raised concerns about road safety.,False,No mention of safety concerns raised due to strike.
0251e08dd2c44ed1,B0,6,The strike has raised concerns about road accessibility.,False,No mention of road accessibility concerns due to strike.
0251e08dd2c44ed1,B0,7,Gritting services are essential for maintaining safe travel during adverse weather.,False,Evidence does not state this general claim about gritting importance.
0251e08dd2c44ed1,B0,8,Local authorities are urging the public to exercise caution while navigating icy roads.,False,No mention of local authorities urging caution in NI evidence.
0251e08dd2c44ed1,B0,9,Discussions are ongoing to resolve the labor dispute.,False,No mention of ongoing discussions to resolve the dispute.
0251e08dd2c44ed1,B0,10,The discussions aim to ensure that essential services can resume.,False,No mention of discussions aiming to resume services.
0251e08dd2c44ed1,B1,1,Northern Ireland is experiencing wintry weather,True,Article title states Arctic blasts bring wintry weather to NI.
0251e08dd2c44ed1,B1,2,Snow is expected in various areas of Northern Ireland,True,Text says a few centimetres of snow expected in lower northern areas.
0251e08dd2c44ed1,B1,3,Snow is expected in the Glenshane Pass,True,Evidence states Glenshane Pass expected to get about 5cm of snow.
0251e08dd2c44ed1,B1,4,Snow is expected in Coleraine Mountain,True,Evidence states Coleraine Mountain expected to get about 5cm of snow.
0251e08dd2c44ed1,B1,5,Gritting services are essential for road safety during wintry conditions,False,Evidence does not state gritting is essential for road safety.
0251e08dd2c44ed1,B1,6,Gritting services will be suspended for a week,True,Alan Perry said gritting services would be suspended for a week.
0251e08dd2c44ed1,B1,7,The suspension of gritting services is due to industrial action by members of the GMB union,True,Suspension linked to industrial action involving GMB union members.
0251e08dd2c44ed1,B1,8,The industrial action starts at 00:01 GMT on Thursday,True,"Suspension begins at 00:01 GMT on Thursday, as stated."
0251e08dd2c44ed1,B1,9,The strike coincides with the cold weather,True,Text notes cold weather coincides with industrial action period.
0251e08dd2c44ed1,B1,10,The cold weather has already led to some snow accumulation in parts of the region,False,"Evidence discusses expected snow, not accumulation that already occurred."
0251e08dd2c44ed1,B1,11,The cold weather has already led to icy conditions in parts of the region,False,No mention of icy conditions already occurring in the NI region.
0251e08dd2c44ed1,M,1,Northern Ireland is experiencing wintry weather,True,Headline states Arctic blast brings wintry weather to NI.
0251e08dd2c44ed1,M,2,Forecasts predict snow accumulation in certain areas of Northern Ireland,True,Glenshane Pass and Coleraine Mountain expected to get about 5cm of snow.
0251e08dd2c44ed1,M,3,Gritting services are essential for maintaining road safety during wintry conditions,False,Evidence mentions gritting/salting but not that it is essential for safety.
0251e08dd2c44ed1,M,4,Gritting services will be suspended for a week,True,Gritting services suspended for a week starting Thursday per GMB union.
0251e08dd2c44ed1,M,5,The suspension of gritting services is due to industrial action by union members,True,Suspension tied to mass industrial action by GMB union members.
0251e08dd2c44ed1,M,6,The strike action coincides with the cold weather,True,Cold weather coincides with a period of mass industrial action.
0251e08dd2c44ed1,M,7,Concerns have been raised about road safety due to expected icy conditions,False,Evidence warns of ice but doesn't state concerns raised about road safety.
0251e08dd2c44ed1,M,8,Snow showers occur in a random pattern,True,Text says showers occur due to random nature.
0251e08dd2c44ed1,M,9,Not all areas will receive snow,True,"Most will manage to avoid snow entirely, meaning not everywhere gets it."
0251e08dd2c44ed1,M,10,Areas that receive snow may face hazardous driving conditions,False,Evidence doesn't link snow areas to hazardous driving conditions specifically.
0251e08dd2c44ed1,M_nocap,1,Northern Ireland is experiencing wintry weather,True,Headline states wintry weather hit NI due to Arctic blast.
0251e08dd2c44ed1,M_nocap,2,Northern Ireland's wintry weather includes snow,True,"Evidence mentions snow lying in Dundrod, County Antrim."
