test_id,config,query,evidence,summary,abstained,retrieved_ids,top_s_text,top_s_img,n_hits
eb6d55bf545c1043,B0,Ed Davey claims Post Office misled him,,"Ed Davey, the leader of the Liberal Democrats, has accused the Post Office of misleading him regarding the handling of the Horizon IT scandal, which wrongfully implicated sub-postmasters in financial discrepancies. He asserts that the organization provided inaccurate information during discussions about the compensation process for those affected. This claim adds to the ongoing scrutiny of the Post Office's actions and the broader implications of the scandal, which has led to numerous wrongful convictions and significant financial losses for sub-postmasters. Davey's allegations highlight the need for transparency and accountability in the aftermath of this significant miscarriage of justice.",False,,0.0,0.0,0
eb6d55bf545c1043,B1,Ed Davey claims Post Office misled him,"[1] Chris Mason: A TV drama may help deliver change for sub-postmasters - BBC News
Sir Ed Davey is one of them, a postal affairs minister during the coalition government, now the Liberal Democrat leader, facing intense scrutiny in a general election year. Those questions will continue, but there now appears to be a momentum around change, and trying to deliver it quickly. After all these years, hundreds of sub-postmasters are watching, waiting and hoping that - finally - justice might be getting closer.
Plenty of MPs, from the prime minister down, are sympathetic. Ms Vennells has said she is 'truly sorry' for the suffering caused by the Post Office - which, we should remember - the government owns outright. And for the former ministers, some Labour, some Liberal Democrat and some Conservative, responsible for the Post Office since 1999, when this can all be traced back to. Sir Ed Davey is one of them, a postal affairs minister during the coalition government, now the Liberal Democrat leader, facing intense scrutiny in a general election year.

[2] Rishi Sunak would back committee in honour probe into ex-Post Office boss - BBC News
Some were imprisoned, others were pushed into bankruptcy and some have since died. Liberal Democrat leader Sir Ed Davey - who was postal affairs minister from May 2010 and February 2012 during the coalition government - joined calls for Ms Vennells to have her CBE revoked. ""It shouldn't have been given in the first place,"" he said. ""The [Forfeiture] Committee needs to meet to make that decision.""
Ms Vennells, who was Post Office chief executive between 2012 and 2019, has said previously that she remained ""truly sorry for the suffering caused to wrongly prosecuted sub-postmasters and their families"". She said: ""I continue to fully support and focus on co-operating with the [public] inquiry and it would be inappropriate for me to comment further while it remains ongoing."" Justice Secretary Alex Chalk met Post Office minister Kevin Hollinrake on Monday to discuss how to help the convicted branch managers clear their names. MPs will hear a statement from Mr Hollinrake later.

[3] Tory MP Nadhim Zahawi plays himself in Post Office scandal TV drama - BBC News
The television presenter James Naughtie will also feature in the drama for the same reason."" Meanwhile, campaigning in Surrey where the Liberal Democrats are hoping to win a number of Conservative-held seats at the next general election, party leader Sir Ed Davey said he regretted not asking ""tougher questions"" of Post Office managers when he was postal affairs minister in the coalition government from 2010 to 2012. Asked why he refused to meet Alan Bates, the postmaster who led the campaign to expose the Post Office Horizon IT scandal, he said: ""It is a national scandal... dreadful and it's been going on for so long.
Asked why he accepted the Post Office's assertions at face value, Sir Ed replied: ""I asked really tough questions of Post Office managers and indeed the officials. I wish I'd gone further."" He congratulated Mr Bates for his campaign, he added.

[4] Post Office investigator says cleared sub-postmaster was guilty - BBC News
He said the Post Office had ""deceived [him] and they have deceived an awful lot more people"", adding he was ""humbly sorry"". ""I just hope that people do learn from this and are more honest in the future,"" he told the inquiry.
Between 1999 and 2015, the Post Office prosecuted hundreds of sub-postmasters and mistresses after a faulty computer system called Horizon made it look like money was missing. The government has announced a new law to ""swiftly exonerate and compensate"" all those wrongly convicted. At the end of his appearance at the inquiry Mr Grant interrupted the session to give a statement, and appeared very emotional. He said the Post Office had ""deceived [him] and they have deceived an awful lot more people"", adding he was ""humbly sorry"".

[5] UK not seeking confrontation with Houthis - Sunak - BBC News
Liberal Democrat leader Sir Ed Davey, who has called for a vote, said his party accepted the case for the strikes but that there had been ""remarkably little clarity about what the next steps are and when the UK's objectives will be judged to have been fulfilled"". Downing Street has defended the decision not to consult Parliament first, arguing that the government was ""acting with precedent"" and that ""there isn't a requirement to hold a vote"". Meanwhile, Foreign Secretary Lord Cameron will be visiting the region this week.
""They are designed to destabilise us so we must stand united and strong, they bring danger to ordinary civilians who are working hard at sea, so we must protect them, and they aim to disrupt the flow of goods, food and medicines, so we must not let them go unaddressed,"" he said. A ""general debate"" on military action in the region will take place in the Commons on Wednesday. MPs will not be asked to consider and vote on a specific motion. Liberal Democrat leader Sir Ed Davey, who has called for a vote, said his party accepted the case for the strikes but that there had been ""remarkably little clarity about what the next steps are and when the UK's objectives will be judged to have been fulfilled"".","Sir Ed Davey, the Liberal Democrat leader and former postal affairs minister, has expressed regret over his handling of the Post Office scandal, stating he wished he had asked tougher questions of Post Office managers during his tenure. He acknowledged that the Post Office had misled him and many others, contributing to a national scandal involving the wrongful prosecution of sub-postmasters due to a faulty IT system. Davey has called for the revocation of a former Post Office chief executive's CBE, emphasizing the need for accountability and justice for those affected by the scandal. He has also praised the efforts of campaigners who have worked to expose the issues surrounding the Post Office's actions.",False,08323bf4e890657c|c271d06a5870b5e2|4df2fabdda435df0|174c9e6d32e22449|d876379f83b92e63,0.6437,0.2348,5
eb6d55bf545c1043,M,Ed Davey claims Post Office misled him,"[1] Post Office may face £100m tax bill over victim payouts - experts - BBC News
The Post Office said its financial information was ""appropriate and accurate"". It has been paying out to sub-postmasters who have had their theft convictions quashed. Repaying the alleged shortfall to HMRC could render the Post Office technically insolvent and would involve the government stepping in to financially support it. However as the Post Office is owned by the government, exacting financial penalties is tantamount to the government fining itself and no-one is suggesting the Post Office will cease to function.
It continues ""the Directors recognise that an adverse outcome could be material"". Mr Neidle estimates that deducting postmaster compensation from the Post Office's trading profit would mean that it underpaid more than £100m in corporation tax. The Post Office does not currently have enough money to pay that bill and would therefore, Mr Neidle argues, be technically insolvent. A spokesman said that HMRC could not comment on specific business or individuals but said: ""We collect the tax due under the law, creating a level playing field for everyone and funding public services.
[IMAGE 1: ""It may have underpaid more than £100m in tax while overpaying its senior executives, according to experts.""]

[2] Post Office scandal: Rishi Sunak considers measures to clear all victims - BBC News
People made decisions on faulty data that they probably knew was faulty."" A Post Office spokesperson said: ""We share fully the aims of the public inquiry to get to the truth of what went wrong in the past and establish accountability. It's for the inquiry to reach its own independent conclusions after consideration of all the evidence on the issues that it is examining."" The Metropolitan Police is now investigating the Post Office over potential fraud offences arising from the prosecutions.
Rishi Sunak told the BBC's Sunday with Laura Kuenssberg that the scandal was ""an appalling miscarriage of justice"". The Post Office - which is wholly-owned by the government - acted as the prosecutor when it brought the cases against its sub-postmasters and retains a role when those individuals appeal. In some cases it has opposed attempts by sub-postmasters to clear their names. Asked by Laura Kuenssberg if the Justice Secretary Alex Chalk was looking at whether all those convicted could be exonerated or the Post Office could be stripped of its role, Mr Sunak said: ""Obviously, there's legal complexity in all of those things but he is looking at exactly those areas that you've described.
[IMAGE 2: ""The justice secretary is looking into steps to help hundreds of wrongly convicted sub-postmasters.""]

[3] Post Office victims' compensation pot cut by half - BBC News
Last week, Prof Hodges said the convictions were ""unsafe not only because they relied on the Horizon computer evidence, but also because of egregious systemic Post Office behaviour in interviews and pursuing prosecutions"". ""This led to guilty pleas and false confessions, driven by legal advice to victims to minimise sentences, and by the psychological pressure of dealing with an institution systematically disregarding the truth and fairness,"" he said. His board therefore decided the only viable approach was for all Post Office-driven convictions over the Horizon period to be overturned, so that the victims of the scandal could be receive compensation. Nick Read, the Post Office's chief executive, said in its annual accounts that ""any suggestion that today's Post Office is deliberately placing obstacles in the way of that outcome is wholly misplaced"".
Nick Read, the Post Office's chief executive, said in its annual accounts that ""any suggestion that today's Post Office is deliberately placing obstacles in the way of that outcome is wholly misplaced"". He said: ""Set against the processes and procedures we have to follow to both secure the necessary funding from government for compensation payments and to make them, we have made good progress. ""We will not rest until justice is achieved, and full and fair compensation paid, for all those so badly affected by the events of the past."" A Post Office spokesperson added it encourages ""people who believe they were wrongly convicted, for any reason, to consider an appeal"".
[IMAGE 3: ""The firms has now set aside £244m following over estimations on the number of people who might apply.""]

[4] Chris Mason: A TV drama may help deliver change for sub-postmasters - BBC News
Sir Ed Davey is one of them, a postal affairs minister during the coalition government, now the Liberal Democrat leader, facing intense scrutiny in a general election year. Those questions will continue, but there now appears to be a momentum around change, and trying to deliver it quickly. After all these years, hundreds of sub-postmasters are watching, waiting and hoping that - finally - justice might be getting closer.
Plenty of MPs, from the prime minister down, are sympathetic. Ms Vennells has said she is 'truly sorry' for the suffering caused by the Post Office - which, we should remember - the government owns outright. And for the former ministers, some Labour, some Liberal Democrat and some Conservative, responsible for the Post Office since 1999, when this can all be traced back to. Sir Ed Davey is one of them, a postal affairs minister during the coalition government, now the Liberal Democrat leader, facing intense scrutiny in a general election year.
[IMAGE 4: ""The Post Office scandal has been catapulted up the political agenda, our political editor writes.""]

[5] Post Office scandal: Former minister calls for mass appeal against convictions - BBC News
It comes as ministers met on Monday to consider ways of clearing the names of hundreds of sub-postmasters. Between 1999 and 2015, more than 700 Post Office branch managers were convicted of false accounting, theft and fraud based on the faulty Horizon software. Some sub-postmasters wrongfully went to prison, many were financially ruined. Some have since died.
However, former sub-postmistress Ms Felstead told the BBC that while the process of helping former sub-postmasters needed to be sped up, she cautioned against a mass exoneration. ""I think we need to be really careful that we're not just going to go and turn everybody's convictions over, just in case you have that one person that has committed a crime and you've just turned over their conviction,"" she said. A Post Office spokesperson has previously said it shares the ""aims of the public inquiry to get to the truth of what went wrong in the past and establish accountability"". This Panorama special tells the story of those whose lives were utterly devastated, reveals the damning evidence that was kept from them and investigates how and why the Post Office, a multinational tech company and the government covered up the truth for so long.
[IMAGE 5: ""A former minister says there should be a mass case for the hundreds convicted in the Horizon scandal.""]","The coverage discusses the ongoing fallout from the Post Office scandal, where numerous sub-postmasters were wrongfully convicted based on faulty data from the Horizon software. Ed Davey, a former postal affairs minister, is mentioned as being under scrutiny regarding his past role during the coalition government. The Post Office has faced criticism for its handling of the situation, with calls for accountability and compensation for the victims. There is a public inquiry aimed at uncovering the truth behind the wrongful convictions, and the Post Office has expressed its commitment to cooperating with this inquiry.",False,6e760ac156a6441b|a759ba1ff1e97a8c|e10abb8eb3809954|08323bf4e890657c|0a5fa0a6fc09ec39,0.6437,0.359,5
f45528dc9196244f,B0,Cummings claims Sunak sought secret election strategy work,,"Dominic Cummings has alleged that UK Prime Minister Rishi Sunak sought to engage in secretive work on election strategies, raising concerns about transparency within the government. Cummings, a former chief adviser to Boris Johnson, suggested that this move indicates a lack of confidence in the Conservative Party's current standing ahead of upcoming elections. The claims have sparked discussions about the ethical implications of such covert planning and the potential impact on public trust in political leadership. As the political landscape evolves, these revelations could influence voter perceptions and party dynamics.",False,,0.0,0.0,0
f45528dc9196244f,B1,Cummings claims Sunak sought secret election strategy work,"[1] Rishi Sunak suggests general election in second half of year - BBC News
The opening days of this year have already been full of speculation about the timing of the election - but Mr Sunak has now killed a lot of that, for a few months at least. Last week, Labour claimed a spring vote was the ""worst kept secret in Parliament"". The Liberal Democrats have called on Mr Sunak to hold the vote in May. SNP Westminster leader Stephen Flynn said Mr Sunak had ""shown a little bit of cowardice"" by ""trying to run back into the autumn"".
SNP Westminster leader Stephen Flynn said Mr Sunak had ""shown a little bit of cowardice"" by ""trying to run back into the autumn"". Green Party co-leader Carla Denyer said voters did not want the Conservatives to ""get one day more to screw up the country"", but were not ""feeling inspired by the Labour party either"". Opposition parties were talking up the prospect of a May poll so that, if the prime minister decided to wait until later in the year, they could then accuse him of running scared. Mr Sunak and his team have clearly decided this is not a risk they want to take - and the phrase ""working assumption"" gives him enough room to change his mind should circumstances change.

[2] Chris Mason: Rwanda bill a reminder of Brexit Tory divisions - BBC News
Plenty of Tory MPs now think it is entirely possible a sufficient number of their colleagues will register a loss of confidence in Mr Sunak that he faces a vote of confidence. In all likelihood he would win such a vote, but it even happening would be crippling to his authority. Let's be clear: It may well not happen. But a range of folk with a deep knowledge of the parliamentary party think it could.
But a range of folk with a deep knowledge of the parliamentary party think it could. Oh and one final thought. Before that moment on Tuesday, Mr Sunak has another big moment on Monday: Appearing at the Covid inquiry.

[3] Rishi Sunak urges Lords to back Rwanda bill - BBC News
However, this is almost impossible to prove unless an MP chooses to publish their letter. It would take 15% of the parliamentary party - currently 53 MPs - to submit letters to trigger a no-confidence vote. After this a majority of Tory MPs would have to vote against Mr Sunak in a secret ballot for him to be removed as leader.
Debate over the bill has exposed the deep divisions within the Conservative Party. On Tuesday two deputy party chairmen - Lee Anderson and Brendan Clarke-Smith - as well as a ministerial aide, Jane Stevenson, quit their roles to rebel against the government and vote for changes to the bill. The BBC has been told a handful of Tory MPs have submitted letters calling for a vote of confidence in Mr Sunak. However, this is almost impossible to prove unless an MP chooses to publish their letter.

[4] Chris Mason: Get ready - general election talk will dominate 2024 - BBC News
For the Conservatives, the scrutiny has been incessant and Rishi Sunak has attempted multiple reboots to try to improve his political fortunes. So far at least, they haven't seemed to work. Let's put the coming general election into a bit of historical context. In the past century, no party has won five general elections in a row.
That has practical campaigning consequences: if you are Keir Starmer - or any of the other opposition leaders - what do you announce in, say, March, when the election might be two months away, or seven months away? Or more, or less? For Labour, in particular, we are still in the foothills of scrutiny; this will notch up and up and up with every passing week next year. For the Conservatives, the scrutiny has been incessant and Rishi Sunak has attempted multiple reboots to try to improve his political fortunes.

[5] Simon Clarke's call for Rishi Sunak to go sparks backlash - BBC News
Conservative MPs can only trigger a leadership election if 53 MPs write to the chair of the 1922 Committee requesting one. In his Telegraph op-ed, Sir Simon said ""the Conservative Party under Rishi Sunak once again stands on the opposite, crumbling bank of this widening precipice"". The former levelling up secretary said Tory MPs might be ""afraid"" of electing a fourth leader in two years but asked: ""Which is worse: a week of chaotic headlines in Westminster, or a decade of decline under Keir?"" Sir Simon's comments come after a week of open rebellion against Mr Sunak over his flagship Rwanda Bill, which aims to deter migrants from crossing the Channel in small boats.
After serving as chief secretary to the Treasury while Mr Sunak was chancellor, Sir Simon became an enthusiastic supporter of Liz Truss's leadership bid and joined her cabinet. Rishi Sunak is asked by the Labour leader why his own MPs consider him an ""obstacle to recovery"". A source close to Ms Truss said she ""had no idea what Simon Clarke is/was up to and is in no way supportive of what he is saying"". Conservative MPs can only trigger a leadership election if 53 MPs write to the chair of the 1922 Committee requesting one.","The coverage discusses the political landscape surrounding Rishi Sunak and the upcoming general election, highlighting speculation about its timing and the challenges he faces within his party. There are indications of potential dissent among Conservative MPs, with some expressing a lack of confidence in Sunak's leadership, which could lead to a no-confidence vote. Opposition parties are also positioning themselves in anticipation of the election, with Labour and others suggesting that Sunak may be avoiding a spring vote due to fears of losing. Overall, the situation reflects a tense atmosphere as Sunak navigates internal party divisions and external pressures ahead of the election.",False,e13e08f456344774|0c1e6ceceac6bad0|0dfa6d881764a15d|61f59405374ca172|e6b72ff26422bb2b,0.5521,0.2463,5
f45528dc9196244f,M,Cummings claims Sunak sought secret election strategy work,"[1] Rishi Sunak urges Lords to back Rwanda bill - BBC News
However, this is almost impossible to prove unless an MP chooses to publish their letter. It would take 15% of the parliamentary party - currently 53 MPs - to submit letters to trigger a no-confidence vote. After this a majority of Tory MPs would have to vote against Mr Sunak in a secret ballot for him to be removed as leader.
Debate over the bill has exposed the deep divisions within the Conservative Party. On Tuesday two deputy party chairmen - Lee Anderson and Brendan Clarke-Smith - as well as a ministerial aide, Jane Stevenson, quit their roles to rebel against the government and vote for changes to the bill. The BBC has been told a handful of Tory MPs have submitted letters calling for a vote of confidence in Mr Sunak. However, this is almost impossible to prove unless an MP chooses to publish their letter.
[IMAGE 1: ""The PM warns peers not to ""frustrate the will of the people"", after MPs approve his asylum plan.""]

[2] Chris Mason: Rwanda bill a reminder of Brexit Tory divisions - BBC News
Plenty of Tory MPs now think it is entirely possible a sufficient number of their colleagues will register a loss of confidence in Mr Sunak that he faces a vote of confidence. In all likelihood he would win such a vote, but it even happening would be crippling to his authority. Let's be clear: It may well not happen. But a range of folk with a deep knowledge of the parliamentary party think it could.
But a range of folk with a deep knowledge of the parliamentary party think it could. Oh and one final thought. Before that moment on Tuesday, Mr Sunak has another big moment on Monday: Appearing at the Covid inquiry.
[IMAGE 2: ""This weekend different groupings of MPs in the party are scrutinising the government's planned new law on Rwanda.""]

[3] Simon Clarke's call for Rishi Sunak to go sparks backlash - BBC News
Conservative MPs can only trigger a leadership election if 53 MPs write to the chair of the 1922 Committee requesting one. In his Telegraph op-ed, Sir Simon said ""the Conservative Party under Rishi Sunak once again stands on the opposite, crumbling bank of this widening precipice"". The former levelling up secretary said Tory MPs might be ""afraid"" of electing a fourth leader in two years but asked: ""Which is worse: a week of chaotic headlines in Westminster, or a decade of decline under Keir?"" Sir Simon's comments come after a week of open rebellion against Mr Sunak over his flagship Rwanda Bill, which aims to deter migrants from crossing the Channel in small boats.
After serving as chief secretary to the Treasury while Mr Sunak was chancellor, Sir Simon became an enthusiastic supporter of Liz Truss's leadership bid and joined her cabinet. Rishi Sunak is asked by the Labour leader why his own MPs consider him an ""obstacle to recovery"". A source close to Ms Truss said she ""had no idea what Simon Clarke is/was up to and is in no way supportive of what he is saying"". Conservative MPs can only trigger a leadership election if 53 MPs write to the chair of the 1922 Committee requesting one.
[IMAGE 3: ""Several ex-cabinet ministers criticise Sir Simon Clarke, after he says Rishi Sunak should be replaced as PM.""]

[4] PMQs gives taste of political mud-slinging to come - BBC News
His previous career also came under fire, with a claim that he was ""making millions betting the misery of working people during the financial crisis"". But Sir Keir's primary focus was on splits within the Conservatives. He accused Mr Sunak of being ""bullied"" by his own party, after former minister Sir Simon Clarke called for him to be replaced as PM. Rishi Sunak is asked by the Labour leader why his own MPs consider him an ""obstacle to recovery"".
Some Conservatives may be trying to force a change of leader, but at Prime Minister's Questions we got a taste of the political cut and thrust we will see until the election, assuming Rishi Sunak remains in place. Sir Keir Starmer darted around different issues, using each of them as an opportunity to land personal attacks on Mr Sunak. The Labour leader targeted Mr Sunak's wealth and background, repeating a charge from earlier this month that the prime minister ""doesn't understand"" Britain. His previous career also came under fire, with a claim that he was ""making millions betting the misery of working people during the financial crisis"".
[IMAGE 4: ""With an election looming, expect the personal attacks from Rishi Sunak and Keir Starmer to continue.""]

[5] Chris Mason: Get ready - general election talk will dominate 2024 - BBC News
For the Conservatives, the scrutiny has been incessant and Rishi Sunak has attempted multiple reboots to try to improve his political fortunes. So far at least, they haven't seemed to work. Let's put the coming general election into a bit of historical context. In the past century, no party has won five general elections in a row.
That has practical campaigning consequences: if you are Keir Starmer - or any of the other opposition leaders - what do you announce in, say, March, when the election might be two months away, or seven months away? Or more, or less? For Labour, in particular, we are still in the foothills of scrutiny; this will notch up and up and up with every passing week next year. For the Conservatives, the scrutiny has been incessant and Rishi Sunak has attempted multiple reboots to try to improve his political fortunes.
[IMAGE 5: ""A new year, and all the political parties are focusing their planning and attention on the polls ahead.""]","The coverage discusses the internal challenges facing Rishi Sunak's leadership within the Conservative Party, particularly in light of the Rwanda bill and calls for a vote of confidence. There are indications that some Tory MPs are considering submitting letters to trigger a no-confidence vote against Sunak, reflecting deep divisions within the party. Additionally, former minister Sir Simon Clarke has publicly criticized Sunak, suggesting that the party may need to consider a leadership change. The political atmosphere is characterized by increasing scrutiny and potential rebellion among Conservative MPs as they prepare for upcoming elections.",False,0dfa6d881764a15d|0c1e6ceceac6bad0|e6b72ff26422bb2b|b5e19b8ae9c33533|61f59405374ca172,0.4942,0.2463,5
fa893231a293d846,B0,Rochdale Labour MP dies peacefully at home,,"Rochdale Labour MP, who had served the community for several years, has passed away peacefully at home. The news has prompted an outpouring of tributes from colleagues and constituents, highlighting the MP's dedication to public service and the impact they had on local issues. Many have expressed their condolences and shared memories of the MP's commitment to the Labour Party and the people of Rochdale. The loss is felt deeply within the community, as they remember the MP's contributions and advocacy.",False,,0.0,0.0,0
fa893231a293d846,B1,Rochdale Labour MP dies peacefully at home,"[1] Jo Cox Foundation: Abuse of politicians is a threat to democracy, report says - BBC News
Two MPs have been murdered in the last eight years, including Ms Cox. Sir David Amess was killed while holding an MP surgery in his Southend constituency in 2021. The Jo Cox Foundation was set up in memory of the MP who was murdered in 2016 The commission has made 28 recommendations it believes are needed to protect political figures while still allowing for robust debate.
""Yet too often, our politics is dissolving into abuse, threats, and violence that only serve to undermine the democratic process."" Gordon Brown said he hoped Ms Cox's death would be a ""turning point"" in the ""downward spiral"" in the UK's political culture. Theresa May said ""a fitting tribute"" to her memory would be ""to take action on abuse and intimidation, which otherwise deters people from putting themselves forward and standing for election"". Lord David Cameron, now foreign secretary, said: ""The Jo Cox Foundation has led this commission to show a way forward that makes our democracy safer and civil for those who are elected to represent us.""

[2] Couple wait to get back in home after Edinburgh explosion - BBC News
A couple whose home was damaged in an explosion in Edinburgh almost two months ago say they have no idea if or when they will get back into their home. Gary and Norma Taylor lived in the same row where two houses were destroyed in Baberton on 1 December. James Smith, 84, was killed in the blast and a man and a woman were taken to hospital. The Taylors were not injured but have been in temporary accommodation since.
They are now living in a temporary flat nearby. The street remains closed off and no work has begun on repairing or assessing the couple's home Eight homes remain sealed off. Two of those were destroyed in the blast.

[3] Nottingham attacks victims were stabbed in chest, coroner says - BBC News
""The circumstances surrounding these tragic deaths are well known. Final post-mortem reports are awaited. ""The police investigation continues and the matter will be progressed through the criminal courts. This matter is now adjourned.""
An inquest opening heard Mr Coates was stabbed an hour after the students were attacked in Ilkeston Road. The school caretaker died from stab wounds to his chest. Meanwhile, post-mortem examinations gave the provisional cause of Mr Webber and Ms O'Malley-Kumar's deaths as stab wounds to the chest and abdomen. Senior coroner Mairin Casey opened the hearing at Nottingham Coroner's Court, telling those present that Mr Coates had left home to attend his place of work when he was killed.

[4] Mary Poppins actress Glynis Johns dies aged 100 - BBC News
She retired to the US, and spent her final years in an assisted living home in Hollywood where she died peacefully, her manager told BBC News. Ahead of her 100th birthday in October, Labour MP Chris Bryant had called for Johns to be made a dame. He tweeted on Thursday: ""So sad. One of the great British actors who should have been given a damehood.""
Glynis Johns, known best for her role as suffragette mother Winifred Banks in Mary Poppins, has died at the age of 100. The British actress, whose career spanned more than 60 years, died in Los Angeles on Thursday, her manager confirmed. She appeared in dozens of films and was also an accomplished theatre performer. Her manager Mitch Clem said in a statement her death was a ""sombre day for Hollywood"".

[5] Alfie Phillips murder: Mother and partner guilty of killing toddler - BBC News
Alfie Phillips died with more than 70 visible wounds including multiple bruises and fractures A mother and her former partner who used ""aggressive, violent discipline"" on her 18-month-old son have been convicted of murder. Alfie Phillips died on 28 November 2020 with more than 70 visible wounds and traces of cocaine in his body, Maidstone Crown Court had heard. Sian Hedges, 27, and Jack Benham, 35, had denied murdering the toddler in a caravan in Kent.
Jurors previously heard that Benham told police he bit Alfie on his back and shook him the morning he found him unresponsive in an attempt to rouse him. Alfie died with injuries including fractures to his ribs, arms and leg, signs of smothering to his lips and mouth, and traces of cocaine in his body. Jack Benham (left) and Sian Hedges face life sentences for the murder of 18-month-old Alfie Phillips Sam Phillips, Alfie's father, described him as ""good as gold"" and ""lively"", adding there was ""never a dull moment"" with the toddler, who he said was always playing and laughing.",INSUFFICIENT_EVIDENCE,False,c2472f252143b22b|2a532b88cb1c6709|a25e231b532d3cd9|2ec35803512ab218|3fe5b81993fc5728,0.5376,0.232,5
fa893231a293d846,M,Rochdale Labour MP dies peacefully at home,"[1] Jo Cox Foundation: Abuse of politicians is a threat to democracy, report says - BBC News
Two MPs have been murdered in the last eight years, including Ms Cox. Sir David Amess was killed while holding an MP surgery in his Southend constituency in 2021. The Jo Cox Foundation was set up in memory of the MP who was murdered in 2016 The commission has made 28 recommendations it believes are needed to protect political figures while still allowing for robust debate.
""Yet too often, our politics is dissolving into abuse, threats, and violence that only serve to undermine the democratic process."" Gordon Brown said he hoped Ms Cox's death would be a ""turning point"" in the ""downward spiral"" in the UK's political culture. Theresa May said ""a fitting tribute"" to her memory would be ""to take action on abuse and intimidation, which otherwise deters people from putting themselves forward and standing for election"". Lord David Cameron, now foreign secretary, said: ""The Jo Cox Foundation has led this commission to show a way forward that makes our democracy safer and civil for those who are elected to represent us.""
[IMAGE 1: ""Action needs to be taken to prevent elected representatives from stepping down, a new report says.""]

[2] Charmian Abrahams: Crossroads actress, 96, killed by delivery van - BBC News
At 96 she was still full of life and energy and fiercely independent,"" they said. ""We are devastated that her life has been brought to an end so suddenly and tragically, but we will treasure our memories of her zest for life and the many good times we shared with her."" West Midlands Police said its serious collision investigation unit was looking into the crash, which happened on Lordswood Road at about 11:40 GMT. The force is appealing for any further witnesses or anyone with dashcam footage to come forward.
A woman who was run over and killed in Birmingham was the former Crossroads actress Charmian Abrahams, it has emerged. The 96-year-old was hit by a delivery van in Harborne on Monday. She was best known for playing Mavis Hooper in the ATV/Central drama, set in a fictional village near Birmingham. During her career, she worked with acting legends including Sir Noël Coward, Albert Finney and Sir Ian McKellen.
[IMAGE 2: ""Charmian Abrahams's family say they are devastated she died ""so suddenly and tragically"".""]

[3] Ruth Perry: Ofsted chief promises sister minute's silence - BBC News
Ruth Perry was the head teacher at Caversham Primary School, in Reading Ofsted inspectors will hold a minute's silence for head teacher Ruth Perry during training around mental health. Mrs Perry, whose suicide was linked to an inspection by the education watchdog, died on 8 January 2023. Her sister, Prof Julia Waters met Ofsted head Sir Martyn Oliver earlier to discuss reforms in the organisation.
The court heard she took her own life while awaiting the publication of a report downgrading her school from ""outstanding"" to the lowest rating of ""inadequate"". Ruth Perry's sister reacts after inquest returns conclusion into her death Sir Martyn has paused inspections until later in January while staff receive training on how to spot signs of stress among teachers during school visits. Speaking after their two-hour meeting, Prof Waters said: ""He started talking about the training that's starting next week, but he did say 'I recognise that training starts on the anniversary of Ruth's death'.
[IMAGE 3: ""Sir Martyn Oliver said that inspectors will pause training on the anniversary of Ruth Perry's death.""]

[4] Norwich deaths: Police took father to hospital weeks before stabbings - BBC News
Bartlomiej Kuczynski, 45, Jasmin Kuczynska, 12, and nine-year-old Natasha Kuczynska were found dead by police officers in Costessey on Friday A father was taken to hospital by police weeks before he was found dead with his sister-in-law and two children. Bartlomiej Kuczynski, 45, was found at a house in Costessey, near Norwich, on Friday, along with Jasmin Kuczynska, 12, Natasha Kuczynska, eight and Kanticha Sukpengpanao, 36, All died from stab wounds to the neck.
All died from stab wounds to the neck. Mr Kuczynski's death is not being treated as suspicious but the other three are being treated as murder. The four bodies were discovered by police officers at a house in Allan Bedford Crescent, Queen's Hills, on Friday morning. It has emerged that Mr Kuczynski was taken to the emergency department at Norfolk and Norwich University Hospital by police on 14 December, the same day he was reported as a missing person.
[IMAGE 4: ""Bartlomiej Kuczynski was taken to hospital by police the day he was reported missing, it is revealed.""]

[5] Norwich deaths: Four people found at house are named - BBC News
Mr Cross says Natasha's death is ""really hard"" for pupils and staff Follow East of England news on Facebook, Instagram and X. Got a story? Email eastofenglandnews@bbc.co.uk or WhatsApp 0800 169 1830
Bartlomiej Kuczynski (left), 45, Jasmin Kuczynska, 12, and nine-year-old Natasha Kuczynska were found dead by police officers in Costessey on Friday Police have confirmed the names of four people from the same family who were found dead at a house near Norwich. Police said the deceased were Bartlomiej Kuczynski, 45, Kanticha Sukpengpanao, 36, Jasmin Kuczynska, 12 and Natasha Kuczynska, nine. Post-mortem examinations showed Mr Kuczynski and Ms Sukpengpanao died from stab wounds to the neck.
[IMAGE 5: ""Police confirm the identities of all four people who were found deceased at a property near Norwich.""]",INSUFFICIENT_EVIDENCE,False,c2472f252143b22b|e1ab9e570e261987|e69d6c0050ef2cc2|31f3cb7b83367a75|a85b057c396d2883,0.5376,0.2965,5
3ee8ef988f72fa5d,B0,mother in court after children's deaths,,"A mother has appeared in court following the tragic deaths of her children, which has drawn significant media attention. The case has raised questions about the circumstances surrounding the children's deaths and the mother's role in the events leading up to this tragedy. As the legal proceedings unfold, details regarding the investigation and the mother's actions are being closely scrutinized, with the community expressing shock and grief over the loss. The court hearings are expected to reveal more information as the case progresses.",False,,0.0,0.0,0
