test_id,config,claim_index,claim,support,supported,reason
ef09bed7263a6f1c,M_nocap,1,Ministers are considering various options to expedite justice for victims of the Post Office scandal.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,2,The Post Office scandal has been described as a significant miscarriage of justice.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,3,Rishi Sunak said that the Justice Secretary is exploring the possibility of exonerating all those convicted.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,4,Rishi Sunak said that removing the Post Office's role in the appeal process is being considered.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,5,There is discussion about creating specific legislation aimed at addressing the scandal directly.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,6,The proposed legislation could facilitate the exoneration of hundreds of sub-postmasters.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,7,The government is under pressure to act quickly.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,8,Public sentiment is influencing the pressure on the government to act quickly.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_nocap,9,Recent media portrayals of the issue are influencing the pressure on the government to act quickly.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,1,Ministers are considering various options to expedite justice for victims of the Post Office scandal.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,2,The Post Office scandal has been described as a significant miscarriage of justice.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,3,Rishi Sunak indicated that Justice Secretary Alex Chalk is exploring the possibility of exonerating all those wrongfully convicted.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,4,Rishi Sunak indicated that removing the Post Office's role in the appeal process is being considered.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,5,There is discussion about creating specific legislation aimed at addressing the scandal directly.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,6,Some government officials are expressing urgency due to public pressure.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M,7,Efforts are being made to reduce bureaucratic hurdles in compensation processes for victims.,unsupported,False,NO_VERDICT_RETURNED
ef09bed7263a6f1c,M_vision,1,Ministers are considering various options to expedite justice for victims of the Post Office scandal.,text_only,True,"Government is reviewing options, including removing the Post Office from appeals, while lawyers explore legislation."
ef09bed7263a6f1c,M_vision,2,The Post Office scandal has been described as a significant miscarriage of justice.,text_only,True,The scandal is explicitly called an appalling and widespread miscarriage of justice.
ef09bed7263a6f1c,M_vision,3,Rishi Sunak said that the Justice Secretary is exploring the possibility of exonerating all those wrongfully convicted.,text_only,True,Sunak said Alex Chalk was examining whether all convictions could be exonerated.
ef09bed7263a6f1c,M_vision,4,Rishi Sunak said that removing the Post Office's role in the appeal process is being considered.,text_only,True,Sunak identified stripping the Post Office from the appeal process as an option under review.
ef09bed7263a6f1c,M_vision,5,There is discussion about creating specific legislation aimed at addressing the scandal directly.,text_only,True,Government lawyers explored carefully drafted legislation specifically addressing the Post Office scandal.
ef09bed7263a6f1c,M_vision,6,The discussion has a sense of urgency driven by public sentiment.,text_only,True,Reports say public mood and outcry created pressure for government to act quickly.
ef09bed7263a6f1c,M_vision,7,The government is under pressure to streamline compensation processes for the victims.,text_only,True,The minister sought to reduce bureaucracy and accelerate compensation processes.
ef09bed7263a6f1c,M_vision,8,Many victims are still awaiting settlements.,text_only,True,Thousands of people were still waiting for compensation settlements.
020d3d213643f8ec,B1,1,Israeli troops are pushing deep into Khan Younis.,text_only,True,Evidence says Israeli forces pushed into remaining parts and reached Khan Younis's heart.
020d3d213643f8ec,B1,2,Khan Younis is viewed as a Hamas stronghold.,text_only,True,Khan Younis is explicitly described as a Hamas stronghold.
020d3d213643f8ec,B1,3,Israeli troops are searching for top Hamas officials believed to be hiding in Khan Younis.,text_only,True,Israeli forces say they are searching for Hamas officials believed hiding there.
020d3d213643f8ec,B1,4,The Israel Defense Forces have engaged in close-quarters combat.,text_only,True,Evidence explicitly reports close-quarters combat.
020d3d213643f8ec,B1,5,The Israel Defense Forces have conducted airstrikes.,text_only,True,Evidence explicitly reports directed airstrikes.
020d3d213643f8ec,B1,6,The fighting and airstrikes have resulted in significant casualties among Hamas fighters.,unsupported,False,"Dozens of terrorists were reportedly eliminated, but not specifically identified as Hamas fighters."
020d3d213643f8ec,B1,7,The military operation aims to dismantle Hamas's military infrastructure in Khan Younis.,text_only,True,The IDF says dismantling Hamas's military framework is central to the operation.
020d3d213643f8ec,B1,8,The military operation includes targeting Hamas command centers.,text_only,True,The IDF explicitly targeted command and control centres.
020d3d213643f8ec,B1,9,The military operation includes targeting Hamas outposts.,text_only,True,The IDF explicitly targeted Hamas outposts.
020d3d213643f8ec,B1,10,"Despite having superior strength, the Israel Defense Forces are encountering fierce resistance from Hamas forces.",text_only,True,Evidence describes superior strength and significant or fierce resistance from Hamas.
020d3d213643f8ec,B1,11,The fierce resistance is complicating the Israel Defense Forces' efforts in the region.,unsupported,False,Evidence reports fierce resistance but does not say it complicated IDF efforts.
020d3d213643f8ec,M_nocap,1,Israeli troops are pushing deep into Khan Younis.,text_only,True,Evidence says Israeli forces pushed into remaining parts and reached Khan Younis's heart.
020d3d213643f8ec,M_nocap,2,Khan Younis is viewed as a Hamas stronghold.,text_only,True,Khan Younis is explicitly described as a Hamas stronghold.
020d3d213643f8ec,M_nocap,3,Israeli troops are searching for top Hamas officials believed to be hiding in Khan Younis.,text_only,True,Israeli forces say they search for Hamas officials believed hiding in Khan Younis.
020d3d213643f8ec,M_nocap,4,The Israel Defense Forces have engaged in close-quarters combat.,text_only,True,Evidence explicitly reports close-quarters combat.
020d3d213643f8ec,M_nocap,5,The Israel Defense Forces have conducted airstrikes.,text_only,True,Evidence explicitly reports directed airstrikes.
020d3d213643f8ec,M_nocap,6,The fighting and airstrikes have resulted in significant casualties among Hamas fighters.,unsupported,False,"Dozens were eliminated, but evidence does not specifically identify them as Hamas fighters."
020d3d213643f8ec,M_nocap,7,The military operation has faced fierce resistance.,text_only,True,Evidence says troops faced fierce resistance from Hamas forces.
020d3d213643f8ec,M_nocap,8,The Khan Younis Brigade is one of Hamas's strongest factions.,text_only,True,The Khan Younis Brigade is described as one of Hamas's two strongest brigades.
020d3d213643f8ec,M_nocap,9,The military operation has faced particularly fierce resistance from the Khan Younis Brigade.,text_only,True,Evidence explicitly says fierce resistance came from the Khan Younis Brigade.
020d3d213643f8ec,M_nocap,10,The Israel Defense Forces have targeted Hamas infrastructure.,text_only,True,The IDF targeted Hamas infrastructure according to the evidence.
020d3d213643f8ec,M_nocap,11,The targeted Hamas infrastructure includes tunnels used for holding hostages.,unsupported,False,"Evidence mentions a hostage-holding tunnel, but does not say it was targeted."
020d3d213643f8ec,M_nocap,12,The humanitarian situation in Khan Younis remains dire.,text_only,True,"Evidence reports casualties, displacement, shortages, and hospitals nearing collapse."
020d3d213643f8ec,M_nocap,13,Many civilians are trapped in the area.,text_only,True,Evidence says displaced people sheltered there and ambulances were trapped.
020d3d213643f8ec,M_nocap,14,Many civilians in the area are in need of assistance.,text_only,True,Evidence reports civilians struggling for supplies and casualties needing medical access.
020d3d213643f8ec,M,1,Israeli troops are pushing deep into Khan Younis.,text_only,True,Evidence says Israeli forces pushed into remaining parts and reached Khan Younis's heart.
020d3d213643f8ec,M,2,Khan Younis is viewed as a Hamas stronghold.,text_only,True,Khan Younis is explicitly described as a Hamas stronghold.
020d3d213643f8ec,M,3,Israeli troops are searching for top Hamas officials believed to be hiding in Khan Younis.,text_only,True,Israeli forces say they search for Hamas officials believed hiding in Khan Younis.
020d3d213643f8ec,M,4,The Israel Defense Forces have engaged in close-quarters combat.,text_only,True,Evidence explicitly reports close-quarters combat.
020d3d213643f8ec,M,5,The Israel Defense Forces have conducted airstrikes.,text_only,True,Evidence explicitly reports directed airstrikes and bombardment.
020d3d213643f8ec,M,6,The fighting and airstrikes have resulted in significant casualties among Hamas fighters.,unsupported,False,"Dozens were eliminated, but evidence does not specifically identify them as Hamas fighters."
020d3d213643f8ec,M,7,The military operation has faced fierce resistance from Hamas's Khan Younis Brigade.,text_only,True,Evidence explicitly reports fierce resistance from Hamas's Khan Younis Brigade.
020d3d213643f8ec,M,8,The fighting has been intense around hospitals.,text_only,True,The image caption reports fighting around hospitals; text also describes hospital fighting.
020d3d213643f8ec,M,9,The fighting has been intense around shelters where many displaced civilians are located.,unsupported,False,Evidence places displaced civilians in shelters but does not explicitly say fighting occurred around shelters.
020d3d213643f8ec,M,10,The fighting has led to intense fighting around hospitals and shelters where many displaced civilians are located.,unsupported,False,"Hospital fighting is supported, but fighting around shelters is not established."
020d3d213643f8ec,M,11,The Israel Defense Forces aim to dismantle Hamas's military infrastructure in Khan Younis.,text_only,True,The IDF says dismantling Hamas's military framework is central to the operation.
020d3d213643f8ec,M,12,The Israel Defense Forces claim that Hamas's military infrastructure exploits civilian populations.,text_only,True,The IDF claims Hamas exploits the civilian population.
020d3d213643f8ec,M,13,The Israel Defense Forces claim that Hamas's military infrastructure exploits civilian facilities.,text_only,True,The IDF claims Hamas exploits shelters and hospitals.
020d3d213643f8ec,M_vision,1,Israeli troops are pushing deep into Khan Younis.,text_only,True,Text says Israeli forces pushed into remaining parts of Khan Younis and continued pushing into southern Gaza.
020d3d213643f8ec,M_vision,2,Khan Younis is viewed as a Hamas stronghold.,text_only,True,Text explicitly describes Khan Younis as a Hamas stronghold.
020d3d213643f8ec,M_vision,3,Israeli troops are searching for top Hamas officials believed to be hiding in Khan Younis.,text_only,True,Text says Israeli forces search for top Hamas officials believed hiding in Khan Younis.
020d3d213643f8ec,M_vision,4,The Israel Defense Forces have engaged in close-quarters combat.,text_only,True,Text explicitly reports close-quarters combat by Israeli troops.
020d3d213643f8ec,M_vision,5,The Israel Defense Forces have conducted airstrikes.,text_only,True,Text explicitly reports directed air strikes and intense Israeli strikes.
020d3d213643f8ec,M_vision,6,The fighting and airstrikes have resulted in significant casualties among Hamas fighters and civilians.,unsupported,False,"Text reports dozens killed and casualties, but does not establish significant casualties among both fighters and civilians."
020d3d213643f8ec,M_vision,7,The military operation has faced fierce resistance from Hamas's Khan Younis Brigade.,text_only,True,Text says troops faced fierce resistance from Hamas's Khan Younis Brigade.
020d3d213643f8ec,M_vision,8,The military operation has created severe humanitarian challenges.,both,True,"Text documents mass displacement, hunger, lack of supplies, and overwhelmed medical services."
020d3d213643f8ec,M_vision,9,Hospitals are overwhelmed.,text_only,True,Text says Nasser Hospital was overwhelmed and near collapse; image shows medical treatment but not overwhelm.
020d3d213643f8ec,M_vision,10,Residents are trapped amid ongoing fighting.,both,True,Text reports ambulances trapped and residents unable to evacuate; images show distress and crowded shelters.
020d3d213643f8ec,M_vision,11,The Israel Defense Forces aim to dismantle Hamas's military infrastructure in Khan Younis.,text_only,True,Text says the operation targeted and aimed to dismantle Hamas military infrastructure and command centers.
020d3d213643f8ec,M_vision,12,The Israel Defense Forces claim that Hamas's military infrastructure exploits civilian populations.,text_only,True,"Text explicitly reports the IDF claim that Hamas exploits civilians, shelters, and hospitals."
744c413bc02c7dc7,B1,1,The US is considering military action against Yemen's Houthi rebels.,text_only,True,Evidence says the US hinted it could take military action against Yemen’s Houthi rebels.
744c413bc02c7dc7,B1,2,The UK is considering military action against Yemen's Houthi rebels.,text_only,True,Evidence says the UK hinted it could take military action against Yemen’s Houthi rebels.
744c413bc02c7dc7,B1,3,The Houthis have carried out attacks on commercial shipping in the Red Sea.,text_only,True,Evidence explicitly describes Houthi attacks on commercial shipping in the Red Sea.
744c413bc02c7dc7,B1,4,The Houthis have targeted vessels since November.,text_only,True,Evidence states the Houthis targeted foreign ships since the Israel-Hamas war started.
744c413bc02c7dc7,B1,5,The Houthis say their attacks are retaliation for events in Gaza.,text_only,True,Evidence says Houthi attacks responded to Israel’s military operation in Gaza.
744c413bc02c7dc7,B1,6,The Houthis' attacks have included drone strikes.,text_only,True,Evidence explicitly reports Houthi drone attacks and drones being shot down.
744c413bc02c7dc7,B1,7,The Houthis' attacks have included missile strikes.,text_only,True,Evidence explicitly reports Houthi missile attacks and missiles being shot down.
744c413bc02c7dc7,B1,8,The attacks have threatened international navigation.,text_only,True,Evidence describes the attacks as threatening international navigation.
744c413bc02c7dc7,B1,9,The attacks have threatened global trade.,text_only,True,Evidence states the attacks threaten the global economy and world trade.
744c413bc02c7dc7,B1,10,The US has conducted airstrikes against Houthi targets.,text_only,True,Evidence reports US air strikes against Houthi targets in Yemen.
744c413bc02c7dc7,B1,11,The UK has conducted airstrikes against Houthi targets.,text_only,True,Evidence reports four RAF Typhoon jets conducted air strikes on Houthi targets.
744c413bc02c7dc7,B1,12,The UK has expressed readiness to take further direct action to protect shipping lanes.,text_only,True,Evidence quotes the UK saying it would not hesitate to take further action protecting shipping.
744c413bc02c7dc7,B1,13,The US and UK are responding to Houthi attacks to protect maritime security.,text_only,True,Evidence links US and UK actions to defending commercial shipping and freedom of navigation.
744c413bc02c7dc7,B1,14,The situation risks escalating regional tensions.,text_only,True,Evidence describes the strikes as escalating the crisis and risking Middle East escalation.
744c413bc02c7dc7,B1,15,The situation could potentially involve a broader conflict with Iran.,text_only,True,Evidence says escalation could potentially pull the West and Iran into direct confrontation.
744c413bc02c7dc7,M_nocap,1,The US is considering military action against the Houthi rebels in Yemen.,text_only,True,Evidence says the US hinted it could take military action against Yemen’s Houthi rebels.
744c413bc02c7dc7,M_nocap,2,The UK is considering military action against the Houthi rebels in Yemen.,text_only,True,Evidence says the UK hinted it could take military action against Yemen’s Houthi rebels.
744c413bc02c7dc7,M_nocap,3,The Houthis have carried out attacks on commercial shipping in the Red Sea.,text_only,True,Evidence explicitly reports Houthi attacks on commercial shipping in the Red Sea.
744c413bc02c7dc7,M_nocap,4,The Houthis have targeted merchant vessels since November.,text_only,True,Evidence states the Houthis attacked merchant vessels in the Red Sea since November.
744c413bc02c7dc7,M_nocap,5,The Houthis say their actions are in response to Israel's military operations in Gaza.,text_only,True,Evidence says the Houthis responded to Israel’s military operation in Gaza.
